"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","G06A...População.urbana.residente.do.s..município.s..com.abastecimento.de.água..Habitantes.","G06B...População.urbana.residente.do.s..município.s..com.esgotamento.sanitário..Habitantes.","G12A...População.total.residente.do.s..município.s..com.abastecimento.de.água..segundo.o.IBGE..Habitantes.","G12B...População.total.residente.do.s..município.s..com.esgotamento.sanitário..segundo.o.IBGE..Habitantes.","GE008...Quantidade.de.Sedes.municipais.atendidas.com.abastecimento.de.água..Sedes.","GE009...Quantidade.de.Sedes.municipais.atendidas.com.esgotamento.sanitário..Sedes.","GE010...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.abastecimento.de.água..Localidades.","GE011...Quantidade.de.Localidades..excluídas.as.sedes..atendidas.com.esgotamento.sanitário..Localidades.","POP_TOT...População.total.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes.","POP_URB...População.urbana.do.município.do.ano.de.referência..Fonte..IBGE....Habitantes."
251340,"Santa Luzia","PB",2015,"[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL","Esgoto; Água; Res Sólidos",13991,13991,15278,15278,1,1,0,0,15278,13991
251350,"Santana de Mangueira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM","Água; Res Sólidos",2186,NA,5223,NA,1,NA,0,NA,5223,2186
251360,"Santana dos Garrotes","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25136040] Prefeitura Municipal de Santana dos Garrotes - PMSG","Água; Res Sólidos",3657,NA,7113,NA,1,NA,0,NA,7113,3657
251365,"Joca Claudino","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",861,NA,2680,NA,1,NA,0,NA,2680,861
251380,"Santa Teresinha","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25138040] Prefeitura Municipal de Santa Teresinha - PMST","Água; Res Sólidos",2213,NA,4592,NA,1,NA,0,NA,4592,2213
251385,"Santo André","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,2541,833
251390,"São Bento","PB",2015,"[25139011] Prefeitura Municipal de São Bento - PMSB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139040] Prefeitura Municipal de São Bento - PMSB","Esgoto; Água; Res Sólidos",27136,27136,33464,33464,1,1,0,0,33464,27136
251392,"São Bentinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",3060,NA,4451,NA,1,NA,0,NA,4451,3060
251394,"São Domingos do Cariri","PB",2015,"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC","Esgoto; Água; Res Sólidos",1095,1095,2563,2563,1,1,0,0,2563,1095
251396,"São Domingos de Pombal","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,3061,1066
251398,"São Francisco","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF","Água; Res Sólidos",1367,NA,3375,NA,1,NA,0,NA,3375,1367
251400,"São João do Cariri","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",2336,NA,4323,NA,1,NA,0,NA,4323,2336
251410,"São João do Tigre","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,4432,1542
251420,"São José da Lagoa Tapada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT","Água; Res Sólidos",3365,NA,7677,NA,1,NA,0,NA,7677,3365
251430,"São José de Caiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",2829,NA,6231,NA,1,NA,0,NA,6231,2829
251440,"São José de Espinharas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",1591,NA,4684,NA,1,NA,0,NA,4684,1591
251450,"São José de Piranhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP","Água; Res Sólidos",11281,NA,19956,NA,1,NA,0,NA,19956,11281
251455,"São José de Princesa","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,3955,652
251460,"São José do Bonfim","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA","Água; Res Sólidos",1470,NA,3492,NA,1,NA,0,NA,3492,1470
251465,"São José do Brejo do Cruz","PB",2015,"[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Esgoto; Água; Res Sólidos",1013,1013,1780,1780,1,1,0,0,1780,1013
251470,"São José do Sabugi","PB",2015,"[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos",2652,2652,4124,4124,1,1,0,0,4124,2652
251480,"São José dos Cordeiros","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",1537,NA,3729,NA,1,NA,0,NA,3729,1537
251490,"São Mamede","PB",2015,"[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos",5935,5935,7756,7756,1,1,0,0,7756,5935
251510,"São Sebastião de Lagoa de Roça","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB","Água; Res Sólidos",4927,NA,11677,NA,1,NA,0,NA,11677,4927
251520,"São Sebastião do Umbuzeiro","PB",2015,"[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos",2230,2230,3440,3440,1,1,1,1,3440,2230
251540,"Seridó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos",4898,NA,10900,NA,1,NA,1,NA,10900,4898
251550,"Serra Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",8801,NA,13564,NA,1,NA,1,NA,13564,8801
251570,"Serra Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Água; Res Sólidos",1837,NA,3078,NA,1,NA,0,NA,3078,1837
251600,"Solânea","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos",19362,NA,26734,NA,1,NA,0,NA,26734,19362
251610,"Soledade","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS","Água; Res Sólidos",10957,NA,14714,NA,1,NA,0,NA,14714,10957
251615,"Sossêgo","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,3475,1735
251620,"Sousa","PB",2015,"[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos",54261,54261,68822,68822,1,1,4,2,68822,54261
251630,"Sumé","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",12788,12788,16784,16784,1,1,0,0,16784,12788
251640,"Tacima","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT","Água; Res Sólidos",4606,NA,10822,NA,1,NA,2,NA,10822,4606
251650,"Taperoá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",9202,NA,15376,NA,1,NA,0,NA,15376,9202
251660,"Tavares","PB",2015,"[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU","Esgoto; Água; Res Sólidos",6834,6834,14568,14568,1,1,0,0,14568,6834
251670,"Teixeira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu","Água; Res Sólidos",10190,NA,14974,NA,1,NA,0,NA,14974,10190
251675,"Tenório","PB",2015,"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT","Água e Esgoto; Res Sólidos",1791,1791,3011,3011,1,1,0,0,3011,1791
251680,"Triunfo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos",4415,NA,9447,NA,1,NA,0,NA,9447,4415
251690,"Uiraúna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU","Água; Res Sólidos",10806,NA,15228,NA,1,NA,0,NA,15228,10806
251700,"Umbuzeiro","PB",2015,"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU","Esgoto; Água; Res Sólidos",4239,4239,9889,9889,1,1,0,0,9889,4239
251710,"Várzea","PB",2015,"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV","Esgoto; Água; Res Sólidos",2013,2013,2747,2747,1,1,0,1,2747,2013
251720,"Vieirópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP","Água; Res Sólidos",1045,NA,5295,NA,1,NA,0,NA,5295,1045
251740,"Zabelê","PB",2015,"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ","Água; Res Sólidos",1566,NA,2208,NA,1,NA,0,NA,2208,1566
260010,"Afogados da Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI","Água; Res Sólidos",28668,NA,36709,NA,1,NA,0,NA,36709,28668
260020,"Afrânio","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",6343,NA,19031,NA,1,NA,1,NA,19031,6343
260030,"Agrestina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",18136,NA,24256,NA,1,NA,2,NA,24256,18136
260050,"Águas Belas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",25987,NA,42566,NA,1,NA,0,NA,42566,25987
260060,"Alagoinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA","Água; Res Sólidos",8098,NA,14341,NA,1,NA,0,NA,14341,8098
260080,"Altinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",13075,NA,22876,NA,1,NA,1,NA,22876,13075
260100,"Angelim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA","Água; Res Sólidos",6493,NA,10882,NA,1,NA,0,NA,10882,6493
260110,"Araripina","PE",2015,"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA","Esgoto; Água; Res Sólidos",50244,50244,82800,82800,1,1,5,6,82800,50244
260120,"Arcoverde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",66159,66159,72625,72625,1,1,0,0,72625,66159
260160,"Belém de São Francisco","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",12844,NA,20675,NA,1,NA,1,NA,20675,12844
260170,"Belo Jardim","PE",2015,"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos",60669,60669,75462,75462,1,1,3,3,75462,60669
260180,"Betânia","PE",2015,"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",3878,3878,12539,12539,1,1,2,0,12539,3878
260190,"Bezerros","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",51197,NA,60386,NA,1,NA,1,NA,60386,51197
260200,"Bodocó","PE",2015,"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos",13612,13612,37317,37317,1,1,2,4,37317,13612
260210,"Bom Conselho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",31256,NA,47760,NA,1,NA,1,NA,47760,31256
260220,"Bom Jardim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",15636,NA,38924,NA,1,NA,2,NA,38924,15636
260240,"Brejão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",3622,NA,8989,NA,1,NA,0,NA,8989,3622
260250,"Brejinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos",3459,NA,7464,NA,1,NA,0,NA,7464,3459
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",38165,38165,49092,49092,1,1,4,3,49092,38165
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",22992,NA,56523,NA,1,NA,0,NA,56523,22992
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos",21320,21320,33247,33247,1,1,1,0,33247,21320
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",16120,NA,19951,NA,1,NA,0,NA,19951,16120
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos",7964,NA,28145,NA,1,NA,0,NA,28145,7964
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos",3814,NA,11136,NA,1,NA,0,NA,11136,3814
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2217,NA,5745,NA,1,NA,0,NA,5745,2217
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos",15322,NA,18292,NA,1,NA,0,NA,18292,15322
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos",14288,NA,24837,NA,1,NA,1,NA,24837,14288
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",6392,NA,19997,NA,1,NA,0,NA,19997,6392
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",7929,NA,19318,NA,1,NA,2,NA,19318,7929
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",2120,2120,12603,12603,1,1,0,0,12603,2120
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos",308156,308156,347088,347088,1,1,2,0,347088,308156
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos",1760,NA,14219,NA,1,NA,0,NA,14219,1760
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos",6721,6721,11515,11515,1,1,0,0,11515,6721
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos",14465,NA,21274,NA,1,NA,0,NA,21274,14465
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",10655,NA,17968,NA,1,NA,2,NA,17968,10655
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",6144,NA,13132,NA,1,NA,0,NA,13132,6144
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",21188,NA,23841,NA,1,NA,0,NA,23841,21188
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos",23210,NA,36184,NA,1,NA,0,NA,36184,23210
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",6502,6502,18321,18321,1,1,2,0,18321,6502
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",16453,NA,31928,NA,1,NA,1,NA,31928,16453
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",9541,NA,22588,NA,1,NA,2,NA,22588,9541
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos",21694,NA,31809,NA,1,NA,1,NA,31809,21694
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",3589,NA,15137,NA,1,NA,0,NA,15137,3589
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",122078,122078,136949,136949,1,1,1,0,136949,122078
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",3388,3388,7308,7308,1,1,1,0,7308,3388
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",73246,73246,81893,81893,1,1,0,0,81893,73246
260650,"Iati","PE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,19010,7991
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos",15807,NA,28604,NA,1,NA,0,NA,28604,15807
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos",3220,NA,7725,NA,1,NA,0,NA,7725,3220
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos",6296,6296,12137,12137,1,1,1,0,12137,6296
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto",9147,9147,21932,21932,1,1,19,0,21932,9147
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2489,NA,4556,NA,1,NA,0,NA,4556,2489
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",18262,18262,29721,29721,1,1,1,0,29721,18262
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",4035,NA,4754,NA,1,NA,0,NA,4754,4035
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos",9746,NA,26412,NA,1,NA,1,NA,26412,9746
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos",8365,NA,13780,NA,1,NA,0,NA,13780,8365
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",9787,NA,16858,NA,1,NA,0,NA,16858,9787
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos",6354,NA,14587,NA,1,NA,0,NA,14587,6354
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",16093,NA,32939,NA,1,NA,0,NA,32939,16093
260825,"Jucati","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ","Água; Res Sólidos",2987,NA,11202,NA,1,NA,1,NA,11202,2987
260830,"Jupi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",8856,NA,14525,NA,1,NA,0,NA,14525,8856
260840,"Jurema","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ","Água; Res Sólidos",9132,NA,15171,NA,1,NA,1,NA,15171,9132
260860,"Lagoa do Ouro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU","Água; Res Sólidos",6393,NA,12865,NA,1,NA,0,NA,12865,6393
260870,"Lagoa dos Gatos","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",8943,NA,16161,NA,1,NA,1,NA,16161,8943
260875,"Lagoa Grande","PE",2015,"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA","Esgoto; Água e Esgoto; Res Sólidos",11330,11330,24757,24757,1,1,1,2,24757,11330
260880,"Lajedo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",28277,NA,39240,NA,1,NA,1,NA,39240,28277
260915,"Manari","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",4287,NA,20302,NA,1,NA,0,NA,20302,4287
260930,"Mirandiba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM","Água; Res Sólidos",7535,NA,15098,NA,1,NA,1,NA,15098,7535
260970,"Orobó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO","Água; Res Sólidos",8515,NA,23663,NA,1,NA,0,NA,23663,8515
260980,"Orocó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",5060,NA,14445,NA,1,NA,0,NA,14445,5060
260990,"Ouricuri","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO","Água; Res Sólidos",34276,NA,67676,NA,1,NA,5,NA,67676,34276
261010,"Palmeirina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP","Água; Res Sólidos",5039,NA,7969,NA,1,NA,0,NA,7969,5039
261020,"Panelas","PE",2015,"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP","Esgoto; Água; Res Sólidos",14410,14410,26464,26464,1,1,1,3,26464,14410
261030,"Paranatama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP","Água; Res Sólidos",2314,NA,11357,NA,1,NA,0,NA,11357,2314
261040,"Parnamirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP","Água; Res Sólidos",8778,NA,21193,NA,1,NA,1,NA,21193,8778
261050,"Passira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",14117,NA,28982,NA,1,NA,0,NA,28982,14117
261080,"Pedra","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",12833,NA,22401,NA,1,NA,0,NA,22401,12833
261090,"Pesqueira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP","Água; Res Sólidos",47436,NA,66153,NA,1,NA,4,NA,66153,47436
261100,"Petrolândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP","Água; Res Sólidos",25693,NA,35342,NA,1,NA,0,NA,35342,25693
261110,"Petrolina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",247544,247544,331951,331951,1,1,2,1,331951,247544
261120,"Poção","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",7002,NA,11265,NA,1,NA,0,NA,11265,7002
261153,"Quixaba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2526,NA,6823,NA,1,NA,0,NA,6823,2526
261170,"Riacho das Almas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",9226,NA,20177,NA,1,NA,4,NA,20177,9226
261200,"Sairé","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",5855,NA,10437,NA,1,NA,0,NA,10437,5855
261210,"Salgadinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",3427,NA,10423,NA,1,NA,0,NA,10423,3427
