"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","QD001...Tipo.de.atendimento.da.portaria.sobre.qualidade.da.água","QD002...Quantidades.de.paralisações.no.sistema.de.distribuição.de.água..Paralisações.ano.","QD003...Duração.das.paralisações..soma.das.paralisações.maiores.que.6.horas.no.ano...Horas.ano.","QD004...Quantidade.de.economias.ativas.atingidas.por.paralisações..Economias.ano.","QD006...Quantidade.de.amostras.para.cloro.residual..analisadas...Amostras.ano..","QD007...Quantidade.de.amostras.para.cloro.residual.com.resultados.fora.do.padrão..Amostras.ano.","QD008...Quantidade.de.amostras.para.turbidez..analisadas...Amostras.ano.","QD009...Quantidade.de.amostras.para.turbidez.fora.do.padrão..Amostras.ano.","QD011...Quantidades.de.extravasamentos.de.esgotos.registrados..Extravasamentos.ano..","QD012...Duração.dos.extravasamentos.registrados..Horas.ano.","QD015...Quantidade.de.economias.ativas.atingidas.por.interrupções.sistemáticas..Economias.ano.","QD016...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..Amostras.","QD017...Quantidade.de.amostras.analisadas.para.aferição.de.coliformes.fecais..com.resultados.fora.do.padrão..Amostras.","QD019...Quantidade.mínima.de.amostras.para.turbidez..obrigatórias...Amostras.ano.","QD020...Quantidade.mínima.de.amostras.para.cloro.residual..obrigatórias...Amostras.ano.","QD021...Quantidade.de.interrupções.sistemáticas..Interrupções.ano.","QD022...Duração.das.interrupções.sistemáticas..Horas.ano.","QD023...Quantidade.de.reclamações.ou.solicitações.de.serviços..Reclamações.ano.","QD024...Quantidade.de.serviços.executados..Serviços.ano.","QD025...Tempo.total.de.execução.dos.serviços..Horas.ano.","QD026...Quantidade.de.amostras.para.coliformes.totais..analisadas...Amostras.ano.","QD027...Quantidade.de.amostras.para.coliformes.totais.com.resultados.fora.do.padrão..Amostras.ano.","QD028...Quantidade.mínima.de.amostras.para.coliformes.totais..obrigatórias...Amostras.ano.","QD029...Atendimento.integral.da.portaria.518.04"
251110,"Pedra Lavrada","PB",2015,"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,104,6,104,0,10,10,NA,NA,NA,120,120,NA,NA,111,99,15280,104,22,120,NA
251130,"Piancó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,434,0,100,5,NA,NA,NA,NA,NA,120,348,NA,NA,340,265,15425,300,0,348,NA
251140,"Picuí","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,409,32,417,89,NA,NA,NA,NA,NA,120,396,NA,NA,573,177,30140,411,214,396,NA
251200,"Pocinhos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120040] Prefeitura Municipal de Pocinhos - PMP","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,106,31,106,5,NA,NA,NA,NA,NA,120,264,NA,NA,85,43,3161,106,57,120,NA
251203,"Poço Dantas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120340] Prefeitura Municipal de Poço Dantas - PMPD","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,156,0,36,0,NA,NA,NA,NA,NA,120,120,NA,NA,135,130,818,36,0,120,NA
251207,"Poço de José de Moura","PB",2015,"[25120711] Prefeitura Municipal de Poço de José de Moura - PMPJM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120740] Prefeitura Municipal de Poço de José de Moura - PMPJM","Água; Água; Res Sólidos","",NA,NA,NA,166,0,46,0,NA,NA,NA,NA,NA,126,NA,NA,NA,42,35,81,46,0,126,NA
251210,"Pombal","PB",2015,"[25121011] Prefeitura Municipal de Pombal - PMP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25121040] Prefeitura Municipal de Pombal - PMP","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,455,0,305,0,413,2506,NA,NA,NA,120,552,NA,NA,2699,1597,16411,315,0,552,NA
251220,"Prata","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,140,45,141,0,NA,NA,NA,NA,NA,120,120,NA,NA,118,115,9480.01,141,18,120,NA
251230,"Princesa Isabel","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,171,0,40,1,NA,NA,NA,NA,NA,120,420,NA,NA,416,402,1489,144,0,420,NA
251240,"Puxinanã","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,24,1,24,24,NA,NA,NA,NA,NA,120,120,NA,NA,3,1,48,24,17,120,NA
251250,"Queimadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25125040] Prefeitura Municipal de Queimadas - PMQ","Água e Esgoto; Res Sólidos","Atende parcialmente",NA,NA,NA,448,49,448,1,NA,NA,NA,NA,NA,120,504,NA,NA,3570,2350,217753,448,49,504,NA
251260,"Quixabá","PB",2015,"[25126011] Prefeitura Municipal de Quixabá - PMQ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25126040] Prefeitura Municipal de Quixaba - PMQ","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,459,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,159,147,NA,120,0,120,NA
251270,"Remígio","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127040] Secretaria  de Agricultura e Meio Ambiente - sama","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
251274,"Riachão","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127440] Prefeitura Municipal de Riachão - PMR","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
251275,"Riachão do Bacamarte","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,109,3,109,78,NA,NA,NA,NA,NA,120,120,NA,NA,167,150,7068,109,72,120,NA
251278,"Riacho de Santo Antônio","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127840] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
251280,"Riacho dos Cavalos","PB",2015,"[25128011] Prefeitura Municipal de Riacho dos Cavalos - PMRC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25128040] Prefeitura Municipal de Riacho dos Cavalos - PMRC","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,100,100,50,0,0,0,NA
251300,"Salgadinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25130011] Prefeitura Municipal de Salgadinho - PMS; [25130040] PREFEITURA MUNICIPAL DE SALGADINHO - PMS","Água; Água e Esgoto; Res Sólidos","",NA,NA,NA,470,0,117,2,NA,NA,NA,NA,NA,126,NA,NA,NA,103,25,NA,128,4,132,NA
251310,"Salgado de São Félix","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25131040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,255,11,144,0,NA,NA,NA,NA,NA,60,120,NA,NA,47,34,1045,144,0,120,NA
251315,"Santa Cecília","PB",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251320,"Santa Cruz","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,220,0,126,0,NA,NA,NA,NA,NA,180,240,NA,NA,251,166,2426,123,0,240,NA
251330,"Santa Helena","PB",2015,"[25133011] Prefeitura Municipal de Santa Helena - PMSH; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25133040] PREFEITURA MUNICIPAL DE SANTA HELENA - PMSH","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,110,0,110,0,0,0,NA,NA,NA,120,120,NA,NA,126,113,8933,83,1,120,NA
251335,"Santa Inês","PB",2015,"[25133511] Prefeitura Municipal de Santa Inês - PMSI; [25133540] Prefeitura Municipal de Santa Inês - PMSI","Água e Esgoto; Res Sólidos","",3,20,500,50,0,50,0,NA,NA,NA,NA,NA,50,50,4,20,50,50,NA,50,0,50,NA
251340,"Santa Luzia","PB",2015,"[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,510,0,120,0,NA,NA,NA,NA,NA,120,420,NA,NA,1608,1235,NA,432,0,420,NA
251350,"Santana de Mangueira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,110,0,110,0,NA,NA,NA,NA,NA,120,120,NA,NA,205,162,11511,80,0,120,NA
251360,"Santana dos Garrotes","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25136040] Prefeitura Municipal de Santana dos Garrotes - PMSG","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,504,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,217,170,8666,120,0,120,NA
251365,"Joca Claudino","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,156,0,36,0,NA,NA,NA,NA,NA,120,120,NA,NA,27,20,18,36,0,120,NA
251380,"Santa Teresinha","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25138040] Prefeitura Municipal de Santa Teresinha - PMST","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,480,0,122,0,NA,NA,NA,NA,NA,120,120,NA,NA,334,296,16458,122,0,120,NA
251385,"Santo André","PB",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251390,"São Bento","PB",2015,"[25139011] Prefeitura Municipal de São Bento - PMSB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139040] Prefeitura Municipal de São Bento - PMSB","Esgoto; Água; Res Sólidos","Atende integralmente",NA,NA,NA,420,0,357,0,300,5,NA,NA,NA,120,528,NA,NA,1434,1204,NA,287,0,528,NA
251392,"São Bentinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,483,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,62,44,2725,120,0,120,NA
251394,"São Domingos do Cariri","PB",2015,"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,150,71,150,0,0,0,NA,NA,NA,120,528,NA,NA,20,15,436,150,26,528,NA
251396,"São Domingos de Pombal","PB",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251398,"São Francisco","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,148,0,28,0,NA,NA,NA,NA,NA,120,120,NA,NA,17,4,4,28,0,120,NA
251400,"São João do Cariri","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,191,49,192,105,NA,NA,NA,NA,NA,120,120,NA,NA,77,40,3738,192,75,120,NA
251410,"São João do Tigre","PB",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251420,"São José da Lagoa Tapada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,117,0,56,5,NA,NA,NA,NA,NA,120,120,NA,NA,129,62,197,57,1,120,NA
251430,"São José de Caiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,110,2,110,2,NA,NA,NA,NA,NA,120,120,NA,NA,124,110,9203,80,3,120,NA
251440,"São José de Espinharas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,493,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,26,19,1108,120,0,120,NA
251450,"São José de Piranhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,341,16,341,18,NA,NA,NA,NA,NA,120,216,NA,NA,1424,1319,152189,248,5,216,NA
251455,"São José de Princesa","PB",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251460,"São José do Bonfim","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,497,0,120,0,NA,NA,NA,NA,NA,120,120,NA,NA,260,179,5414,120,0,120,NA
251465,"São José do Brejo do Cruz","PB",2015,"[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,322,0,120,0,0,0,NA,NA,NA,120,120,NA,NA,26,24,381,120,0,120,NA
251470,"São José do Sabugi","PB",2015,"[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,486,0,120,0,6,50,NA,NA,NA,120,120,NA,NA,350,59,2132,120,0,120,NA
251480,"São José dos Cordeiros","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,143,33,143,0,NA,NA,NA,NA,NA,120,120,NA,NA,54,42,3336,143,23,120,NA
251490,"São Mamede","PB",2015,"[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,511,0,120,0,50,30,NA,NA,NA,120,186,NA,NA,209,150,NA,192,0,186,NA
251510,"São Sebastião de Lagoa de Roça","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,88,36,88,0,NA,NA,NA,NA,NA,120,120,NA,NA,104,52,10675,88,22,120,NA
251520,"São Sebastião do Umbuzeiro","PB",2015,"[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos","",0,0,NA,30,0,15,0,NA,NA,NA,NA,NA,15,30,0,0,30,5,30,20,0,20,NA
251540,"Seridó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,316,37,316,1,NA,NA,NA,NA,NA,240,240,NA,NA,56,40,2297,316,99,240,NA
251550,"Serra Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,408,116,408,33,NA,NA,NA,NA,NA,240,398,NA,NA,177,106,4387,408,59,398,NA
251570,"Serra Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,110,0,110,0,NA,NA,NA,NA,NA,120,120,NA,NA,105,102,2948,80,0,120,NA
251600,"Solânea","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,724,238,288,26,NA,NA,NA,NA,NA,120,432,NA,NA,412,269,53261,350,8,432,NA
251610,"Soledade","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,282,29,285,1,NA,NA,NA,NA,NA,120,288,NA,NA,183,129,12115,285,50,288,NA
251615,"Sossêgo","PB",2015,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251620,"Sousa","PB",2015,"[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos","",7,31,18068,16,0,16,0,3350,13071,65065,NA,NA,16,16,29,112.3,4468,4468,4488,16,0,16,NA
251630,"Sumé","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto","Atende parcialmente",NA,NA,NA,342,13,341,289,NA,NA,NA,NA,NA,120,432,NA,NA,523,295,28930,344,12,432,NA
251640,"Tacima","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,326,148,73,1,NA,NA,NA,NA,NA,240,240,NA,NA,46,39,3030,259,1,240,NA
251650,"Taperoá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
251660,"Tavares","PB",2015,"[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,566,0,120,0,0,0,NA,NA,NA,120,192,NA,NA,1747,725,30189,120,0,192,NA
251670,"Teixeira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,423,0,95,20,NA,NA,NA,NA,NA,120,240,NA,NA,305,215,32040,190,0,240,NA
251675,"Tenório","PB",2015,"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT","Água e Esgoto; Res Sólidos","",0,0,0,0,0,0,0,0,0,0,NA,NA,110,110,0,0,1,1,1,0,0,110,NA
251680,"Triunfo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,0,0,0,0,0,0,NA
251690,"Uiraúna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,367,0,187,0,NA,NA,NA,NA,NA,120,324,NA,NA,568,409,12462,187,0,324,NA
251700,"Umbuzeiro","PB",2015,"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,112,47,112,74,10,20,NA,NA,NA,120,120,NA,NA,550,515,16548,112,9,120,NA
251710,"Várzea","PB",2015,"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV","Esgoto; Água; Res Sólidos","Atende parcialmente",NA,NA,NA,489,0,120,0,28,56,NA,NA,NA,120,120,NA,NA,114,99,4636,120,0,120,NA
251720,"Vieirópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP","Água; Res Sólidos","Atende parcialmente",NA,NA,NA,678,0,425,8,NA,NA,NA,NA,NA,120,120,NA,NA,30,8,77,410,0,120,NA
251740,"Zabelê","PB",2015,"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ","Água; Res Sólidos","",8,25,200,0,0,0,0,NA,NA,0,NA,NA,5,5,0,0,20,20,60,0,0,5,NA
260010,"Afogados da Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI","Água; Res Sólidos","Atende parcialmente",16,335,12188,607,0,607,0,NA,NA,NA,NA,NA,564,564,NA,NA,1434,1401,802687.2,607,0,564,NA
260020,"Afrânio","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,264,0,264,16,NA,NA,NA,NA,NA,240,240,NA,NA,508,506,6520,264,0,240,NA
260030,"Agrestina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,583,4,583,40,NA,NA,NA,NA,NA,696,696,NA,NA,1331,1301,52925,583,3,696,NA
260050,"Águas Belas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos","Atende parcialmente",0,0,0,259,0,259,157,NA,NA,NA,NA,NA,456,456,NA,NA,478,447,56295,259,11,456,NA
260060,"Alagoinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA","Água; Res Sólidos","Atende parcialmente",0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,NA,NA,917,855,383462.4,0,0,0,NA
260080,"Altinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,357,0,357,3,NA,NA,NA,NA,NA,408,408,NA,NA,731,715,42146,357,1,408,NA
260100,"Angelim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA","Água; Res Sólidos","Atende parcialmente",0,0,0,122,0,122,3,NA,NA,NA,NA,NA,144,144,NA,NA,297,294,16603,122,4,144,NA
260110,"Araripina","PE",2015,"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA","Esgoto; Água; Res Sólidos","Atende parcialmente",16,323,10880,1103,19,1103,299,358,2864,NA,NA,NA,1152,1152,NA,NA,4114,3808,952009.6,1103,18,1152,NA
260120,"Arcoverde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto","Atende parcialmente",0,0,0,720,0,720,0,169,21766,NA,NA,NA,720,720,NA,NA,23041,21751,3939085,720,9,720,NA
260160,"Belém de São Francisco","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,504,0,504,2,NA,NA,NA,NA,NA,504,504,NA,NA,496,56,3391,504,5,504,NA
260170,"Belo Jardim","PE",2015,"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos","Atende parcialmente",0,0,0,1032,51,1032,96,NA,NA,NA,NA,NA,1116,1116,NA,NA,2633,1994,NA,1032,83,1116,NA
260180,"Betânia","PE",2015,"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água","Atende parcialmente",0,0,0,240,0,240,2,162,263,NA,NA,NA,240,240,NA,NA,482,236,6539,240,0,240,NA
260190,"Bezerros","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,460,10,459,2,NA,NA,NA,NA,NA,792,792,NA,NA,3575,3445,716092,460,8,792,NA
260200,"Bodocó","PE",2015,"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos","Atende parcialmente",14,206,4057,528,0,528,2,125,625,NA,NA,NA,528,528,NA,NA,564,524,114523.4,528,0,528,NA
260210,"Bom Conselho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,631,1,631,117,NA,NA,NA,NA,NA,624,624,NA,NA,1286,1099,64096,631,5,624,NA
260220,"Bom Jardim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,425,27,425,24,NA,NA,NA,NA,NA,600,600,NA,NA,6618,6166,638227,425,38,600,NA
260240,"Brejão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água","Atende parcialmente",0,0,0,120,0,120,26,NA,NA,NA,NA,NA,120,120,NA,NA,127,18,3733,120,0,120,NA
260250,"Brejinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos","Atende parcialmente",0,0,0,7,0,7,0,NA,NA,NA,NA,NA,120,120,NA,NA,1,0,0,7,0,120,NA
