"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","TB001...Quantidade.de.coletadores.e.motoristas.de.agentes.públicos..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO029...Empregados.","TB002...Quantidade.de.coletadores.e.motoristas.de.agentes.privados..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO030...Empregados.","TB003...Quantidade.de.varredores.dos.agentes.públicos..alocados.no.serviço.de.varrição..Antigo.campo.VA007...Empregados.","TB004...Quantidade.de.varredores.de.agentes.privados..alocados.no.serviço.de.varrição..Antigo.campo.VA008...Empregados.","TB005...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP005...Empregados.","TB006...Quantidade.de.empregados.dos.agentes.privados.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP006...Empregados.","TB007...Quantidade.de.trabalhadores.dos.agentes.públicos.alocados.em.serviços.das.unidades.de.processamento..Antigo.campo.UP062...Empregados.","TB008...Quantidade.de.empregados.dos.agentes.privados..Antigo.campo.UP063...Empregados.","TB009...Quantidade.de.empregados.dos.agentes.públicos.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE047...Empregados.","TB010...Quantidade.de.empregados.dos.agentes.privados.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE048...Empregados.","TB011...Quantidade.de.empregados.administrativos.dos.agentes.públicos..Antigo.campo.GE050...Empregados.","TB012...Quantidade.de.empregados.administrativos.dos.agentes.privados..Antigo.campo.GE051...Empregados.","TB013...Quantidade.de.trabalhadores.de.agentes.públicos.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE015...Empregados.","TB014...Quantidade.de.trabalhadores.de.agentes.privados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE016...Empregados.","TB015...Quantidade.total.de.trabalhadores.remunerados.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE058...Empregados.","TB016...Existência.de.frente.de.trabalho.temporária..Antigo.campo.GE053...Sim.Não.","TB017...Quantidade.de.empregados.temporários.da.frente..1...Antigo.campo.GE030...Empregados.temporários.","TB018...Quantidade.de.empregados.temporários.da.frente..2...Antigo.campo.GE034...Empregados.temporários.","TB019...Quantidade.de.empregados.temporários.da.frente.de.trabalho..3...Antigo.campo.GE038...Empregados.temporários.","TB020...Duração.da.frente.de.trabalho..1...Antigo.campo.GE031...Meses.","TB021...Duração.da.frente.de.trabalho..2...Antigo.campo.GE035...Meses.","TB022...Duração.da.frente.de.trabalho..3...Antigo.campo.GE040...Meses.","TB023...Atuação.da.frente.de.trabalho..1..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE032...Sim.Não.","TB024...Atuação.da.frente.de.trabalho..2..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE036...Sim.Não.","TB025...Atuação.da.frente.de.trabalho..3..em.mais.de.um.tipo.de.serviço..Antigo.campo.GE041...Sim.Não.","TB026...Tipo.de.serviço.predominante.da.frente.de.trabalho..1...Antigo.campo.GE033.","TB027...Tipo.de.serviço.predominante.da.frente.de.trabalho..2...Antigo.campo.GE037.","TB028...Tipo.de.serviço.predominante.da.frente.de.trabalho..3...Antigo.campo.GE042.","TB029...Quantidade.de.coletadores.e.motoristas.de.outros.agentes..alocados.no.serviço.de.coleta.de.RDO.e.RPU..Antigo.campo.CO031...Empregados.","TB030...Quantidade.de.varredores.de.outros.agentes..alocados.no.serviço.de.varrição..Antigo.campo.VA009...Empregados.","TB031...Quantidade.de.empregados.dos.outros.agentes.envolvidos.com.os.serviços.de.capina.e.roçada..Antigo.campo.CP008...Empregados.","TB032...Quantidade.de.empregados.de.outros.agentes..Antigo.campo.UP064...Empregados.","TB033...Quantidade.de.empregados.de.outros.agentes.envolvidos.nos.demais.serviços.de.manejo.de.RSU.quando.não.especificados.em.campos.próprios..Antigo.campo.GE049...Empregados.","TB034...Quantidade.de.empregados.administrativos.de.outros.agentes..Antigo.campo.GE052...Empregados.","TB035...Quantidade.total.de.empregados.de.outros.agentes.envolvidos.nos.serviços.de.manejo.de.RSU..Antigo.campo.GE017...Empregados."
260050,"Águas Belas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",14,0,30,0,6,0,0,0,0,0,1,0,51,0,51,"Sim",6,0,0,3,NA,NA,"Não","Não","Não","","","",NA,NA,NA,NA,NA,NA,NA
260060,"Alagoinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA","Água; Res Sólidos",4,4,30,0,12,0,4,4,0,0,2,2,52,10,62,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260080,"Altinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260100,"Angelim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA","Água; Res Sólidos",5,0,35,0,5,0,0,0,0,0,0,0,45,0,45,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260110,"Araripina","PE",2015,"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA","Esgoto; Água; Res Sólidos",0,12,0,42,0,7,3,8,8,37,5,5,16,111,127,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260120,"Arcoverde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260160,"Belém de São Francisco","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260170,"Belo Jardim","PE",2015,"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos",0,24,80,11,0,4,0,3,0,2,0,1,80,45,125,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260180,"Betânia","PE",2015,"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260190,"Bezerros","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260200,"Bodocó","PE",2015,"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos",25,0,54,0,10,0,2,0,0,0,14,0,105,0,105,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260210,"Bom Conselho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260220,"Bom Jardim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260240,"Brejão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260250,"Brejinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos",0,10,0,5,0,5,0,0,0,10,0,1,0,31,31,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos",20,NA,50,NA,30,NA,0,NA,30,NA,20,NA,150,0,150,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos",4,0,42,0,2,0,0,0,0,0,2,0,50,0,50,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos",4,0,3,0,2,0,0,0,0,0,1,0,10,0,10,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos",16,41,0,38,0,8,0,0,0,0,2,0,18,87,105,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos",38,0,42,0,15,0,0,0,0,0,4,0,99,0,99,"Sim",15,NA,NA,1,NA,NA,"Não","","","","","",NA,NA,NA,NA,NA,NA,NA
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",4,0,4,0,2,0,0,0,1,0,4,0,15,0,15,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos",0,90,0,120,10,90,15,300,20,10,15,20,60,630,690,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos",4,0,5,0,4,0,0,0,2,0,2,0,17,0,17,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos",0,5,24,5,0,15,0,0,0,0,3,1,27,26,53,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos",0,12,0,21,2,4,0,0,0,2,1,2,3,41,44,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos",6,0,5,0,3,0,0,0,0,0,1,0,15,0,15,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",9,0,9,0,0,0,0,0,0,0,1,0,19,0,19,"Sim",20,NA,NA,1,NA,NA,"Sim","","","Pintura de meios-fios","","",NA,NA,NA,NA,NA,NA,NA
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos",0,6,0,22,9,5,4,0,1,7,5,3,19,43,62,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260650,"Iati","PE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos",20,0,13,0,1,0,0,0,0,0,1,0,35,0,35,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos",4,0,3,0,2,0,0,0,0,0,1,0,10,0,10,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos",0,3,9,9,0,0,0,0,0,0,1,1,10,13,23,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos",6,0,5,0,3,0,0,0,0,0,1,0,15,0,15,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos",0,4,0,12,0,5,0,0,0,0,0,0,0,21,21,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos",0,3,0,11,0,4,0,0,0,4,0,3,0,25,25,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260825,"Jucati","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ","Água; Res Sólidos",4,0,3,0,2,0,0,0,0,0,1,0,10,0,10,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260830,"Jupi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260840,"Jurema","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ","Água; Res Sólidos",3,0,5,0,0,0,0,0,0,0,0,0,8,0,8,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260860,"Lagoa do Ouro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU","Água; Res Sólidos",4,0,3,0,2,0,0,0,0,0,1,0,10,0,10,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260870,"Lagoa dos Gatos","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260875,"Lagoa Grande","PE",2015,"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA","Esgoto; Água e Esgoto; Res Sólidos",16,NA,40,NA,30,NA,0,NA,0,NA,4,NA,90,0,90,"Sim",10,12,NA,2,2,NA,"Sim","Sim","","Capina","Capina","",NA,NA,NA,NA,NA,NA,NA
260880,"Lajedo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260915,"Manari","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260930,"Mirandiba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM","Água; Res Sólidos",30,NA,4,NA,3,NA,0,NA,2,NA,1,NA,40,0,40,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260970,"Orobó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO","Água; Res Sólidos",1,3,41,0,20,0,0,0,0,0,0,0,62,3,65,"Sim",30,10,NA,12,12,NA,"Sim","Sim","","Varrição","Capina","",NA,NA,NA,NA,NA,NA,NA
260980,"Orocó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
260990,"Ouricuri","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO","Água; Res Sólidos",0,23,0,32,0,8,2,0,0,2,3,7,5,72,77,"Sim",10,NA,NA,1,NA,NA,"Não","","","","","",NA,NA,NA,NA,NA,NA,NA
261010,"Palmeirina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP","Água; Res Sólidos",0,8,20,28,1,3,0,2,5,2,5,1,31,44,75,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
261020,"Panelas","PE",2015,"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP","Esgoto; Água; Res Sólidos",0,15,45,0,4,0,0,0,0,0,2,0,51,15,66,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
261030,"Paranatama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,0,16,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
261040,"Parnamirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP","Água; Res Sólidos",13,0,35,0,3,0,1,0,0,0,1,0,53,0,53,"Não",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
261050,"Passira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
261080,"Pedra","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,"","","","","","",NA,NA,NA,NA,NA,NA,NA
