"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN071_AE...Economias.atingidas.por.paralisações..econ.paralis.","IN072_AE...Duração.média.das.paralisações..horas.paralis.","IN073_AE...Economias.atingidas.por.intermitências..econ.interrup.","IN074_AE...Duração.média.das.intermitências..horas.interrup.","IN075_AE...Incidência.das.análises.de.cloro.residual.fora.do.padrão..percentual.","IN076_AE...Incidência.das.análises.de.turbidez.fora.do.padrão..percentual.","IN077_AE...Duração.média.dos.reparos.de.extravasamentos.de.esgotos..horas.extrav.","IN079_AE...Índice.de.conformidade.da.quantidade.de.amostras...cloro.residual..percentual.","IN080_AE...Índice.de.conformidade.da.quantidade.de.amostras...turbidez..percentual.","IN082_AE...Extravasamentos.de.esgotos.por.extensão.de.rede..extrav.Km.","IN083_AE...Duração.média.dos.serviços.executados..hora.serviço.","IN084_AE...Incidência.das.análises.de.coliformes.totais.fora.do.padrão..percentual.","IN085_AE...Índice.de.conformidade.da.quantidade.de.amostras...coliformes.totais..percentual."
251392,"São Bentinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,402.5,100,NA,61.93,0,100
251394,"São Domingos do Cariri","PB",2015,"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,47.33,0,NA,28.41,125,0,29.07,17.33,28.41
251396,"São Domingos de Pombal","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251398,"São Francisco","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,123.33,23.33,NA,1,0,23.33
251400,"São João do Cariri","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,25.65,54.69,NA,159.17,160,NA,93.45,39.06,160
251410,"São João do Tigre","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251420,"São José da Lagoa Tapada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT","Água; Res Sólidos",NA,NA,NA,NA,0,8.93,NA,97.5,46.67,NA,3.18,1.75,47.5
251430,"São José de Caiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,1.82,1.82,NA,91.67,91.67,NA,83.66,3.75,66.67
251440,"São José de Espinharas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,0,0,NA,410.83,100,NA,58.32,0,100
251450,"São José de Piranhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP","Água; Res Sólidos",NA,NA,NA,NA,4.69,5.28,NA,157.87,284.17,NA,115.38,2.02,114.81
251455,"São José de Princesa","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251460,"São José do Bonfim","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,414.17,100,NA,30.25,0,100
251465,"São José do Brejo do Cruz","PB",2015,"[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,268.33,100,0,15.87,0,100
251470,"São José do Sabugi","PB",2015,"[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,8.33,405,100,0.6,36.14,0,100
251480,"São José dos Cordeiros","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,23.08,0,NA,119.17,119.17,NA,79.43,16.08,119.17
251490,"São Mamede","PB",2015,"[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,0.6,274.73,100,4.17,NA,0,103.23
251510,"São Sebastião de Lagoa de Roça","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB","Água; Res Sólidos",NA,NA,NA,NA,40.91,0,NA,73.33,73.33,NA,205.29,25,73.33
251520,"São Sebastião do Umbuzeiro","PB",2015,"[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,0,NA,100,100,NA,6,0,100
251540,"Seridó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos",NA,NA,NA,NA,11.71,0.32,NA,131.67,131.67,NA,57.42,31.33,131.67
251550,"Serra Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,28.43,8.09,NA,102.51,170,NA,41.39,14.46,102.51
251570,"Serra Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,91.67,91.67,NA,28.9,0,66.67
251600,"Solânea","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos",NA,NA,NA,NA,32.87,9.03,NA,167.59,240,NA,198,2.29,81.02
251610,"Soledade","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS","Água; Res Sólidos",NA,NA,NA,NA,10.28,0.35,NA,97.92,237.5,NA,93.91,17.54,98.96
251615,"Sossêgo","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251620,"Sousa","PB",2015,"[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos",2581,4.43,2244,3.87,0,0,3.9,100,100,23.76,1,0,100
251630,"Sumé","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,3.8,84.75,NA,79.17,284.17,NA,98.07,3.49,79.63
251640,"Tacima","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT","Água; Res Sólidos",NA,NA,NA,NA,45.4,1.37,NA,135.83,30.42,NA,77.69,0.39,107.92
251650,"Taperoá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251660,"Tavares","PB",2015,"[25166011] Prefeitura Municipal de Tavares - PMT; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25166040] SECRETARIA DE OBRAS E SERVIÇOS URBANOS - SOSU","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,294.79,100,0,41.64,0,62.5
251670,"Teixeira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25167040] Secretaria de Obras e Serviços Urbanos - sosu","Água; Res Sólidos",NA,NA,NA,NA,0,21.05,NA,176.25,79.17,NA,149.02,0,79.17
251675,"Tenório","PB",2015,"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,0,0,0,1,NA,0
251680,"Triunfo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251690,"Uiraúna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,113.27,155.83,NA,30.47,0,57.72
251700,"Umbuzeiro","PB",2015,"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,41.96,66.07,2,93.33,93.33,2,32.13,8.04,93.33
251710,"Várzea","PB",2015,"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,2,407.5,100,5.6,46.83,0,100
251720,"Vieirópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP","Água; Res Sólidos",NA,NA,NA,NA,0,1.88,NA,565,354.17,NA,9.62,0,341.67
251740,"Zabelê","PB",2015,"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ","Água; Res Sólidos",25,3.12,NA,NA,NA,NA,NA,0,0,NA,3,NA,0
260010,"Afogados da Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI","Água; Res Sólidos",762,20.94,NA,NA,0,0,NA,107.62,107.62,NA,572.94,0,107.62
260020,"Afrânio","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,6.06,NA,110,110,NA,12.89,0,110
260030,"Agrestina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0.69,6.86,NA,83.76,83.76,NA,40.68,0.51,83.76
260050,"Águas Belas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",NA,NA,NA,NA,0,60.62,NA,56.8,56.8,NA,125.94,4.25,56.8
260060,"Alagoinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,448.49,NA,NA
260080,"Altinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0.84,NA,87.5,87.5,NA,58.95,0.28,87.5
260100,"Angelim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA","Água; Res Sólidos",NA,NA,NA,NA,0,2.46,NA,84.72,84.72,NA,56.47,3.28,84.72
260110,"Araripina","PE",2015,"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA","Esgoto; Água; Res Sólidos",680,20.19,NA,NA,1.72,27.11,8,95.75,95.75,3.6,250,1.63,95.75
260120,"Arcoverde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,0,0,128.79,100,100,15.85,181.1,1.25,100
260160,"Belém de São Francisco","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0.4,NA,100,100,NA,60.55,0.99,100
260170,"Belo Jardim","PE",2015,"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,4.94,9.3,NA,92.47,92.47,NA,NA,8.04,92.47
260180,"Betânia","PE",2015,"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,0,0.83,1.62,100,100,11.49,27.71,0,100
260190,"Bezerros","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,2.17,0.44,NA,58.08,57.95,NA,207.86,1.74,58.08
260200,"Bodocó","PE",2015,"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos",290,14.71,NA,NA,0,0.38,5,100,100,1.02,218.56,0,100
260210,"Bom Conselho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0.16,18.54,NA,101.12,101.12,NA,58.32,0.79,101.12
260220,"Bom Jardim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,6.35,5.65,NA,70.83,70.83,NA,103.51,8.94,70.83
260240,"Brejão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,21.67,NA,100,100,NA,207.39,0,100
260250,"Brejinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,5.83,5.83,NA,NA,0,5.83
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",NA,NA,NA,NA,0,12.61,12,96.5,96.5,9.96,375.27,0.35,96.5
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0,NA,100,100,NA,65.57,0.69,100
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos",769,26.3,NA,NA,8.69,7.62,0.31,94,94,19.11,213.58,7.27,94
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,7.89,NA,89.49,89.49,NA,32.42,0.2,89.49
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos",NA,NA,NA,NA,0,25,NA,16.67,16.67,NA,62.51,0,16.67
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos",NA,NA,NA,NA,0,50,NA,40,40,NA,107.76,2.08,40
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",134,36.33,NA,NA,0,0,NA,100,100,NA,42.69,0,100
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos",2006,8,NA,NA,0,25.16,NA,67.08,66.25,NA,173.76,3.11,67.08
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos",NA,NA,NA,NA,1.18,21.57,NA,88.54,88.54,NA,52.61,3.53,88.54
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,9.09,24.24,NA,22.92,22.92,NA,NA,0,22.92
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",505,12,NA,NA,0,0,NA,106.53,106.53,NA,73,0,106.53
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,50,100,NA,100,100,0,1.5,100,100
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0.1,10.32,0.01,96.35,96.35,10.99,114.62,0.39,96.35
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos",NA,NA,NA,NA,0,10,NA,91.67,91.67,NA,NA,28.18,91.67
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,0,0.6,100,100,1.73,20.99,0,100
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos",NA,NA,NA,NA,0,0.54,NA,70.83,70.08,NA,208.91,1.07,70.83
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,6.98,NA,97.37,97.37,NA,231.08,0.45,97.37
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0.97,NA,85.83,85.83,NA,171.83,0,85.83
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,52.97,NA,90.28,90.28,NA,35.08,1.32,90.28
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,100,100,NA,181.84,3.47,100
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,4.95,10.78,101.11,101.11,9.06,19.2,0,101.11
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",197,6.55,NA,NA,0,0.25,NA,104.17,104.17,NA,304.81,0,104.17
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",246,29.78,NA,NA,0,0,NA,113.06,113.33,NA,136.44,0,113.33
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos",1340,37.6,NA,NA,0,0,NA,100,100,NA,41.83,0,100
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1736,7,NA,NA,0,9.17,NA,100,100,NA,351.74,22.5,100
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,0.26,3.47,37.79,100.09,100.09,21.05,199.06,0.95,100.09
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",89,19.7,NA,NA,0,0.42,111.67,98.75,98.75,0.47,114.69,0,98.75
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",10446,13.33,NA,NA,0,1.65,0,63.92,63.82,0.32,206.82,0.33,63.92
260650,"Iati","PE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,100,100,NA,31.83,1.39,100
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos",NA,NA,NA,NA,0,19.42,NA,85.83,85.83,NA,46.26,2.91,85.83
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,3.41,NA,104.76,104.76,0,208.56,0,104.76
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto",NA,11.44,NA,NA,0,0,NA,100,100,NA,NA,0,100
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,2.31,NA,108.33,108.33,NA,262.4,0,108.33
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",NA,NA,NA,NA,4.83,17.39,0,86.25,86.25,0.05,732.33,0,86.25
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0,NA,100,100,NA,5.54,0,100
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos",NA,NA,NA,NA,0,0,NA,100,100,NA,7.33,0.74,100
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,5,NA,100,100,NA,NA,3.33,100
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos",306,33.82,NA,NA,0,0,NA,37.04,37.04,NA,162,0,37.04
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2140,32.33,NA,NA,0.74,4.41,NA,141.67,141.67,NA,65.74,15.44,141.67
260825,"Jucati","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.91,NA,NA
260830,"Jupi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,29.17,NA,20,20,NA,513.16,0,20
260840,"Jurema","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ","Água; Res Sólidos",NA,NA,NA,NA,1.53,14.94,NA,90.62,90.62,NA,78.1,0.77,90.62
260860,"Lagoa do Ouro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU","Água; Res Sólidos",NA,NA,NA,NA,0,5.56,NA,100,100,NA,219.04,0,100
260870,"Lagoa dos Gatos","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0.78,45.74,NA,82.69,82.69,NA,53,1.94,82.69
260875,"Lagoa Grande","PE",2015,"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA","Esgoto; Água e Esgoto; Res Sólidos",NA,NA,NA,NA,0,2.45,34.15,NA,NA,1.72,137.31,0,NA
260880,"Lajedo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",5943,22,NA,NA,5.56,1.01,NA,91.67,91.67,NA,226.35,1.01,91.67
260915,"Manari","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0,NA,100,100,NA,32.01,2.5,100
260930,"Mirandiba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM","Água; Res Sólidos",NA,NA,NA,NA,0,0.57,NA,97.22,97.22,NA,31.65,0,97.22
260970,"Orobó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO","Água; Res Sólidos",589,37,NA,NA,0,16.48,NA,63.19,63.19,NA,118.98,3.3,63.19
260980,"Orocó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",765,8.5,NA,NA,0,25,NA,100,100,NA,48.81,0,100
260990,"Ouricuri","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO","Água; Res Sólidos",1750,22.71,NA,NA,0.49,26.28,NA,100.74,100.74,NA,121.58,0.49,100.74
261010,"Palmeirina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP","Água; Res Sólidos",NA,NA,NA,NA,0,2.11,NA,79.17,79.17,NA,46.2,0,79.17
261020,"Panelas","PE",2015,"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP","Esgoto; Água; Res Sólidos",NA,NA,NA,NA,0,22.78,15.38,87.78,87.78,3.71,NA,0.32,87.78
261030,"Paranatama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP","Água; Res Sólidos",NA,NA,NA,NA,0,61.74,NA,95.83,95.83,NA,59.12,2.61,95.83
261040,"Parnamirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP","Água; Res Sólidos",1117,27,NA,NA,16.03,11.54,NA,89.66,89.66,NA,59.57,13.14,89.66
261050,"Passira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,0,0,NA,75.83,75.83,NA,260.46,0,75.83
261080,"Pedra","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.12,NA,NA
