"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_AE...Densidade.de.economias.de.água.por.ligação..econ.lig.","IN009_AE...Índice.de.hidrometração..percentual.","IN010_AE...Índice.de.micromedição.relativo.ao.volume.disponibilizado..percentual.","IN011_AE...Índice.de.macromedição..percentual.","IN013_AE...Índice.de.perdas.faturamento..percentual.","IN014_AE...Consumo.micromedido.por.economia..m..mês.econ.","IN017_AE...Consumo.de.água.faturado.por.economia..m..mês.econ.","IN020_AE...Extensão.da.rede.de.água.por.ligação..m.lig.","IN022_AE...Consumo.médio.percapita.de.água..l.hab.dia.","IN023_AE...Índice.de.atendimento.urbano.de.água..percentual.","IN025_AE...Volume.de.água.disponibilizado.por.economia..m..mês.econ.","IN028_AE...Índice.de.faturamento.de.água..percentual.","IN043_AE...Participação.das.economias.residenciais.de.água.no.total.das.economias.de.água..percentual.","IN044_AE...Índice.de.micromedição.relativo.ao.consumo..percentual.","IN049_AE...Índice.de.perdas.na.distribuição..percentual.","IN050_AE...Índice.bruto.de.perdas.lineares..m..dia.Km.","IN051_AE...Índice.de.perdas.por.ligação..l.dia.lig.","IN052_AE...Índice.de.consumo.de.água..percentual.","IN053_AE...Consumo.médio.de.água.por.economia..m..mês.econ.","IN055_AE...Índice.de.atendimento.total.de.água..percentual.","IN057_AE...Índice.de.fluoretação.de.água..percentual.","IN058_AE...Índice.de.consumo.de.energia.elétrica.em.sistemas.de.abastecimento.de.água..kWh.m.."
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",1.02,68.19,74.44,91.06,-78.72,5.6,9.1,10.3,57.9,71.6,5.9,178.72,96.97,65.69,NA,NA,NA,113.31,5.8,55.66,0,0.53
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,86.11,60.56,61.5,-36.05,5.5,10.5,7.9,55.2,74.2,9.5,136.05,95.89,79.37,23.7,6.15,60.93,76.3,5.9,30.19,0,2.29
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos",1.02,90.24,45.65,87.18,34.25,9.9,12.8,10.7,93.4,100,23.3,65.75,94.76,90.54,49.58,27.03,323.99,50.42,9.9,83.13,0,9.98
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,99.98,80.61,100,-28.28,7.1,11.3,8,76.8,100,9,128.28,96.54,100,19.39,6.58,56.85,80.61,7.1,87.17,0,0.01
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos",1.01,88.83,91.87,90.63,-87.73,0.9,1.6,8.4,7.9,82.1,0.9,187.73,97.79,96.19,4.49,0.13,1.27,95.51,0.8,23.22,0,0.09
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos",1,69.95,53.32,100,-30.57,4.2,7.2,7.6,48.8,100,5.7,130.57,96.41,61.64,13.51,2.69,24.35,86.49,4.7,35.22,0,0.14
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,98.28,48.9,100,28.16,8.5,12.3,10.1,88.6,100,19.5,71.84,97.68,97.6,49.9,24.87,282.09,50.1,8.6,46.11,0,0.34
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos",1.01,95.27,74.32,100,-17.53,7.7,11.5,7.9,80.9,85.3,10,117.53,96.72,94.14,21.06,6.85,68.36,78.94,7.7,71.46,0,1.22
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos",1.01,99.34,66.32,100,2.22,8.1,11.9,9.2,80.8,99.3,13.7,97.78,97.14,99.16,33.12,13.48,132.87,66.88,8.1,57.1,0,0.13
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,98.61,89.16,100,-111.21,0.9,2,7.7,8.8,100,1,211.21,94.56,96.71,7.81,0.3,2.49,92.19,0.9,35.47,0,6.69
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,95.21,68.97,46.03,-5.55,8.4,12.2,8.2,88.8,100,11.9,105.55,94.98,94.33,26.88,11.5,102.88,73.12,8.4,61.97,0,2.91
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",1,0,0,0,100,NA,0,10,118.2,56.6,9.6,0,100,0,0,0,0,100,9.6,25.39,0,0
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos",1.17,88.26,51.41,100,19.1,8.7,12.1,8.1,94.2,100,16,80.9,93.93,88.11,41.65,25.51,240.3,58.35,8.7,97.89,0,4.08
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos",1.01,99.08,25.66,100,53.97,6.8,12.1,10.3,67.9,94.9,28.9,46.03,93.13,98.35,73.91,51.23,647.2,26.09,6.9,11.74,0,0
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos",1,98.1,61.35,60.03,10.95,8.3,11.8,7.5,76.9,100,15.1,89.05,96.79,97.92,37.35,19.87,163.36,62.65,8.3,74.03,0,1.02
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos",1.06,97.26,60.93,100,6,7.6,11.4,7.8,77,94,13,94,96.76,96.56,36.89,18.94,155.47,63.11,7.7,63.92,0,0.46
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,98.03,61.14,60.88,16.16,9.2,12.4,8,79.5,100,17.8,83.84,95.8,98.27,37.79,20.1,183.88,62.21,9.2,67.5,0,0.52
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.03,87.27,33.39,100,40.62,7.8,12,8.2,85.7,100,22.7,59.38,96.8,84.86,60.65,41.83,416.77,39.35,8,53.37,0,3.47
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,99.15,69.54,100,4.34,9.1,12.4,7.7,102.2,100,13.6,95.66,94.79,99.15,29.86,16.1,129.61,70.14,9.1,100,0,0.59
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos",1.02,82.23,42.68,100,-24.54,4.4,10.4,10.8,56.6,92,8.7,124.54,95.08,66,35.33,8.73,98.93,64.67,5.4,59.03,0,0
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",1.04,96.93,87.67,97.61,-41.65,7.1,11.1,8.2,78.7,100,8.1,141.65,92.26,95.88,8.57,2.62,22.86,91.43,7.2,42.97,0,0.17
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,93.72,59.07,100,-3.16,6.9,11.4,8.9,66.2,100,11.2,103.16,95.85,91.64,35.55,13.73,130.79,64.45,7.1,57.88,0,0.02
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,97.93,60.99,3.64,6.14,7.6,11.5,7.7,84.2,100,14,93.86,95.77,97.26,37.29,18.24,151.19,62.71,7.7,57.16,0,4.7
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos",1.03,99.99,69.88,98.13,7.36,10.3,13.7,8,90,100,15.8,92.64,95.3,100,30.12,17.52,149.66,69.88,10.3,85.42,0,9.79
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,97.36,98.24,94.95,-99.55,5.5,10.9,13.3,59.7,100,5.8,199.55,96.89,97.01,NA,NA,NA,101.27,5.5,40.05,0,0
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",1.06,97.4,53.79,99.77,26.33,9.6,12.8,7.5,97.6,100,19.7,73.67,95.73,97.35,44.75,33.56,270.85,55.25,9.6,100,0,2.32
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",1.06,80.31,55.36,64.7,11.51,9.2,11.9,7.5,86.6,100,14,88.49,95.54,80.04,30.83,18.1,144.77,69.17,9.3,51.4,0,0.04
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",1.21,97,61.86,99.54,17.98,10.4,13.4,11.4,136.3,100,17.9,82.02,95.32,97.5,36.55,19.8,237.74,63.45,10.4,100,0,1.77
260650,"Iati","PE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos",1.02,94.82,57.4,100,14.02,8.5,12.1,9.9,81.4,98.4,14.5,85.98,95.99,93.17,38.4,17.3,181.25,61.6,8.7,54.38,0,7.01
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos",1.02,99.89,93.12,100,-54.67,6.6,10.9,9.6,75.6,100,7.3,154.67,95.8,100,6.88,1.54,16.2,93.12,6.6,52.16,0,1.35
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos",1.01,95.69,69.94,69.57,-29.41,5.9,10.5,7.4,65.8,100,8.4,129.41,95.3,93.44,25.15,8.51,67.41,74.85,6,67.1,0,3.08
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto",1.06,0,0,0,100,NA,0,8,170.6,100,13.7,0,75.31,0,16.79,9.48,80.23,83.21,11.4,60.48,0,NA
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,89.91,83.04,81.01,-52.05,6.9,11.3,8.1,75.9,86.3,7.5,152.05,90.23,85.98,3.41,0.98,8.35,96.59,7.2,47.12,0,0.03
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",1.01,80.81,57.61,78.67,7.64,8.7,11.3,7.9,72.5,92,12.6,92.36,97.98,87.67,34.3,17.1,138.54,65.7,8,56.52,0,0.18
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,100,69.28,100,8.73,11,14.5,12,100.1,100,18.6,91.27,94.87,100,30.72,12.63,161.26,69.28,11,100,0,1.48
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos",1.01,97.52,56.44,54.21,12.46,7.9,11.9,7.7,78.4,100,15.5,87.54,98.22,96.17,41.31,21.89,185.49,58.69,8,67.01,0,0.13
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos",1,31.27,95.52,0,-185.07,0.1,0.1,7.8,0.2,100,0,285.07,96.35,100,4.48,0,0.03,95.52,0,67.86,0,6.57
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,39.43,NA,NA,NA,0,0,9.7,0,26.5,0,NA,96.1,NA,NA,0,0,NA,0,15.38,NA,NA
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos",1.01,96.65,50.16,100,34.17,11.3,14.4,11.7,110.6,100,26.5,65.83,94.39,96.8,48.18,28.13,347.95,51.82,11.3,78.46,0,0
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.06,85.16,41.28,100,17.95,4.5,7.7,8,53.2,100,11.4,82.05,96.89,79.25,47.92,18.52,157.72,52.08,4.9,60.22,0,0.24
260825,"Jucati","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ","Água; Res Sólidos",1,46.43,38.31,22.39,-39.61,0.9,1.4,8.3,9.9,100,1,139.61,97.66,40.11,4.48,0.13,1.53,95.52,1,35.57,0,2.36
260830,"Jupi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,34.93,18.89,37.09,-27.45,0.9,2,11,18.6,29.1,1.7,127.45,85.41,18.79,NA,NA,NA,100.54,1.6,17.73,0,0
260840,"Jurema","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ","Água; Res Sólidos",1.01,98.51,73.31,100,-17.15,7.2,11.3,8,75.1,100,9.9,117.15,97.1,97.97,25.17,9.47,80.26,74.83,7.2,85.69,0,1.06
260860,"Lagoa do Ouro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU","Água; Res Sólidos",1.02,98.57,86.23,100,-20.6,8.5,11.8,10.6,84.6,100,10.3,120.6,95.95,98.9,12.81,3.61,42.03,87.19,8.5,53.26,0,0.78
260870,"Lagoa dos Gatos","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,98.48,62.72,99.54,8.94,8.2,11.7,7.6,88.4,100,14.6,91.06,97.08,98.43,36.28,18.34,155.34,63.72,8.2,60.73,0,6.21
260875,"Lagoa Grande","PE",2015,"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA","Esgoto; Água e Esgoto; Res Sólidos",1.02,84.8,29.64,53.03,48.04,7.8,11.6,11.5,78,100,25.4,51.96,94.63,81.79,63.76,36.75,477.7,36.24,8.1,60.18,0,0.27
260880,"Lajedo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,93.16,46.69,100,15.92,6.6,11.1,8.6,71.4,100,15,84.08,96.42,90.67,48.5,22.36,215.07,51.5,6.8,99.76,0,1.26
260915,"Manari","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,89.97,83.67,0,-70.13,6.4,11.8,7.8,60.6,100,7.2,170.13,98.73,84.65,1.16,0.33,2.65,98.84,6.8,36.19,0,0
260930,"Mirandiba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM","Água; Res Sólidos",1,95.91,47.84,100,29.06,8.6,12.3,22,76.3,100,20,70.94,96.81,95.34,49.82,12.08,284,50.18,8.7,84.16,0,0.93
260970,"Orobó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO","Água; Res Sólidos",1.11,79.63,35.22,100,17.08,4.7,8.9,10.3,56,87.3,11.9,82.92,95.05,70.21,49.84,17.36,194.97,50.16,5.4,31.42,0,0.21
260980,"Orocó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,96.33,37.63,54.81,43.42,8.9,12.8,7.3,83.7,100,27.1,56.58,94.24,95.92,60.76,57.9,457.1,39.24,8.9,39.07,0,0.55
260990,"Ouricuri","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO","Água; Res Sólidos",1,95.18,84.81,87.37,-17.65,11,14.5,9.2,100.3,100,12.8,117.65,96.81,96.62,12.22,5.09,49.8,87.78,10.8,72.3,0,15.03
261010,"Palmeirina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP","Água; Res Sólidos",1.01,96.38,52.77,100,25.28,8.9,12.2,8.5,92.5,100,20.3,74.72,95.79,96.38,45.25,24.9,245.16,54.75,8.9,66.55,0,0.26
261020,"Panelas","PE",2015,"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP","Esgoto; Água; Res Sólidos",1.01,99.17,64.44,84.23,-8.4,6.5,10.8,7.6,66.7,100,10.3,108.4,97.23,98.7,34.71,14.17,114.79,65.29,6.5,61.74,0,1.16
261030,"Paranatama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP","Água; Res Sólidos",1.01,98.64,48.34,0,-17.84,4.2,10.1,9.9,43,60.2,8.6,117.84,94.42,99.51,51.42,12.69,146.88,48.58,4.2,12.26,0,1.21
261040,"Parnamirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP","Água; Res Sólidos",1.01,83.66,63.46,99.88,-0.1,9.4,12.4,8.4,89.5,100,14.6,100.1,94.04,81.72,22.34,10.42,91.97,77.66,9.6,57.74,0,0.21
261050,"Passira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.05,99.79,74.89,100,-30.92,5.8,10.1,7.8,61.3,100,8.2,130.92,96.32,99.66,24.85,7.89,66.21,75.15,5.8,60.22,0,0.01
261080,"Pedra","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,40.64,71.28,39.91,28.07,2.5,1,9.4,10,83.6,1.7,71.93,97.74,99.95,28.68,1.23,13.73,71.32,1,47.92,0,0.9
261090,"Pesqueira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP","Água; Res Sólidos",1.03,62.17,38.35,100,2.31,6.3,10.1,8.3,75.9,86.3,12,97.69,96.3,54.55,29.69,10.39,103.24,70.31,7.3,61.88,0,0.07
261100,"Petrolândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP","Água; Res Sólidos",1.02,96.7,53.09,100,33.29,12.3,15,7.4,114.4,99.2,25.8,66.71,94.43,97.21,45.39,43.65,343.01,54.61,12.3,72.08,0,0.42
261110,"Petrolina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",1.18,94.44,53.54,100,26.36,10.1,13.1,8.6,97.8,100,19.2,73.64,93.91,95.63,44.02,34.17,302.78,55.98,10,92.88,0,0.63
261120,"Poção","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,54.82,81.84,0,-157.81,0.6,1,8.5,4,95.5,0.4,257.81,97.17,85.95,4.79,0.07,0.62,95.21,0.4,59.35,0,82.42
261153,"Quixaba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,99.24,85.89,100,-37.12,6.9,10.9,11.7,67.7,100,8.2,137.12,95.86,99.16,13.39,2.78,35.13,86.61,6.9,52.84,0,0.12
261170,"Riacho das Almas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.04,70.43,56.75,100,-10.11,8.9,12.1,8.1,102.4,100,11.5,110.11,97.46,67.12,15.45,6.5,57.88,84.55,9.3,63.21,0,0.5
261200,"Sairé","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.2,97.86,90.27,100,-26.05,9.6,13.1,8.9,107.8,100,11.1,126.05,96.73,98.59,8.44,3.82,34.77,91.56,9.5,93.24,0,0.06
261210,"Salgadinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.06,99.9,18.36,100,64.36,5.6,10.8,7.6,50.6,100,33.5,35.64,94.65,99.83,81.6,101.14,866.16,18.4,5.6,36,0,0
261220,"Salgueiro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26122040] PREFEITURA MUNICIPAL DO SALGUEIRO - PMS","Água e Esgoto; Res Sólidos",1.03,94.15,56.46,98.2,17.64,9.2,12.7,10.4,94.5,100,18,82.36,94.01,93.65,39.71,17.87,206.5,60.29,9.3,100,0,0.53
261230,"Saloá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26123040] Prefeitura Municipal de Saloá   Secretaria Municipal de Meio Ambiente - PMS","Água; Res Sólidos",1,93.67,88.62,52.22,-89.3,3.8,7.5,8.5,38.1,70.4,4.3,189.3,97.98,95.06,6.78,0.87,8.91,93.22,3.7,35.27,0,0.06
261240,"Sanharó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,91.75,53.27,98.87,-16.82,5.2,10.4,8.1,54.1,100,9.1,116.82,97.18,85.32,37.57,11.87,110.55,62.43,5.6,83.63,0,0.67
261245,"Santa Cruz","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,89.09,42.27,83.6,28.45,7.8,11.8,9.2,81,100,18.2,71.55,97.79,86.62,51.2,28.38,277.78,48.8,8,44.4,0,0.51
261247,"Santa Cruz da Baixa Verde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26124740] Prefeitura Municipal de Santa Cruz da    Baixa Verde - PMSCBV","Água; Res Sólidos",1,78.15,55.25,0,1.44,7.5,10.5,7.1,77.3,3.4,10.7,98.56,100,76.13,27.43,0.57,96.24,72.57,7.8,1.54,0,0.27
261250,"Santa Cruz do Capibaribe","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.07,91.94,65.94,91.18,-51.06,4.3,9,7.3,45,79.3,6.8,151.06,94.66,90.03,26.76,6.41,55.92,73.24,4.4,77.51,0,0.46
261255,"Santa Filomena","PE",2015,"[26125511] Prefeitura Municipal de Santa Filomena - PMSF; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26125540] PREFEITURA MUNICIPAL DE SANTA FILOMENA - PGCM","Esgoto; Água; Res Sólidos",1,91,83.42,0,-49.16,6.9,11.2,6.5,73.4,100,7.6,149.16,97.48,86.92,4.03,1.45,9.95,95.97,7.2,35.34,0,0.91
261260,"Santa Maria da Boa Vista","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,95.22,45.29,99.47,37.1,10.2,13.5,7.7,90.9,100,25,62.9,94.7,94.88,52.26,43.33,371.92,47.74,10.2,41.92,0,0.73
261270,"Santa Maria do Cambucá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26127040] Secretaria Municipal de Saúde - SMS","Água; Res Sólidos",1.02,98.33,72.98,100,-62.16,4.9,10.7,10.9,52.1,100,6.9,162.16,96.8,96.14,24.09,4.62,53.48,75.91,5,49,0,0.01
261280,"Santa Terezinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,97.62,79.99,97.79,-38.4,6.5,11,7.9,63.8,100,8.1,138.4,96.33,96.53,17.14,5.45,45.81,82.86,6.6,73.6,0,3.27
261300,"São Bento do Una","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.01,86.71,44,100,6.45,5.6,10.3,9,55.9,89.8,11.4,93.55,95.58,85.7,48.66,16.79,177.34,51.34,5.6,47.03,0,0.01
261310,"São Caitano","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26131040] Prefeitura Municipal de São Caetano - PMSC","Água; Res Sólidos",1.02,89.31,64.38,100,-16.3,6.9,11.1,7.9,73.5,100,9.8,116.3,97.27,87.44,26.37,9.81,84.97,73.63,7.1,80.5,0,0
261320,"São João","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,99.85,86.24,100,-21.56,8.7,12.2,7.8,84.3,100,10.7,121.56,95.8,99.92,13.69,5.51,45.97,86.31,8.7,61.37,0,0.01
261330,"São Joaquim do Monte","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26133040] Município de São Joaquim do Monte - Prefeitura - PMSJM","Água; Res Sólidos",1.01,96.87,69,100,-1.36,8.1,11.6,7.9,87.3,100,11.8,101.36,96.7,96.15,28.23,12.35,106.57,71.77,8.2,75.99,0,0.13
261350,"São José do Belmonte","PE",2015,"[26135011] Prefeitura Municipal de São José do Belmonte - PMSJB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",1,92.54,57.07,96.39,14.46,8.6,11.9,8.6,84.9,100,15.9,85.54,96.57,91.81,37.84,16.47,174.53,62.16,8.7,60.43,0,0.85
261360,"São José do Egito","PE",2015,"[26136011] Prefeitura Municipal de São José do Egito - PMSJE; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26136040] Prefeitura Municipal de São José do Egito - PMSJE","Esgoto; Água; Res Sólidos",1.03,96.16,75.51,93.38,-49.69,5,9.5,7.4,57.5,100,6.7,149.69,95.43,93.18,18.97,5.18,40.75,81.03,5.2,73.75,0,1.19
261390,"Serra Talhada","PE",2015,"[26139011] Prefeitura Municipal de Serra Talhada - PMST; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",1.05,99.43,55.99,99.86,23.31,9.4,12.8,7.4,94.8,100,18.7,76.69,96.63,99.27,43.59,32.34,249.31,56.41,9.4,100,0,0.82
261400,"Serrita","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26140040] secretaria de meio ambiente de serrita - semas","Água; Res Sólidos",1.01,87.13,87.92,81.97,-47.41,7.7,11.2,17.1,67.7,100,8.3,147.41,94.75,84.35,NA,NA,NA,104.24,7.9,56.8,0,0.43
261410,"Sertânia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1.02,80.51,55.02,80.28,-45.52,5.1,10.9,8.2,63.6,100,7.7,145.52,96.26,67.57,18.58,4.7,46.69,81.42,6.1,55.68,0,8.72
261430,"Moreilândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",1,72.94,40.72,14.71,9.9,6.7,10.8,7.5,69.2,77.3,15.5,90.1,97.22,65.7,38.02,17.3,149.69,61.98,7.4,47.46,0,0.12
