"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","FN001...Receita.operacional.direta.total..R..ano.","FN002...Receita.operacional.direta.de.água..R..ano.","FN003...Receita.operacional.direta.de.esgoto..R..ano.","FN004...Receita.operacional.indireta..R..ano.","FN005...Receita.operacional.total..direta...indireta...R..ano.","FN006...Arrecadação.total..R..ano.","FN007...Receita.operacional.direta.de.água.exportada..bruta.ou.tratada...R..ano.","FN008...Créditos.de.contas.a.receber..R..ano.","FN010...Despesa.com.pessoal.próprio..R..ano.","FN011...Despesa.com.produtos.químicos..R..ano.","FN013...Despesa.com.energia.elétrica..R..ano.","FN014...Despesa.com.serviços.de.terceiros..R..ano.","FN015...Despesas.de.Exploração..DEX...R..ano.","FN016...Despesas.com.juros.e.encargos.do.serviço.da.dívida..R..ano.","FN017...Despesas.totais.com.os.serviços..DTS...R..ano.","FN018...Despesas.capitalizáveis.realizadas.pelo.prestador.de.serviços..R..ano.","FN019...Despesas.com.depreciação..amortização.do.ativo.diferido.e.provisão.para.devedores.duvidosos..R..ano.","FN020...Despesa.com.água.importada..bruta.ou.tratada...R..ano.","FN021...Despesas.fiscais.ou.tributárias.computadas.na.DEX..R..ano.","FN022...Despesas.fiscais.ou.tributárias.não.computadas.na.DEX..R..ano.","FN023...Investimento.realizado.em.abastecimento.de.água.pelo.prestador.de.serviços..R..ano.","FN024...Investimento.realizado.em.esgotamento.sanitário.pelo.prestador.de.serviços..R..ano.","FN025...Outros.investimentos.realizados.pelo.prestador.de.serviços..R..ano.","FN026...Quantidade.total.de.empregados.próprios..Empregados.","FN027...Outras.despesas.de.exploração..R..ano.","FN028...Outras.despesas.com.os.serviços..R..ano.","FN030...Investimento.com.recursos.próprios.realizado.pelo.prestador.de.serviços..R..ano.","FN031...Investimento.com.recursos.onerosos.realizado.pelo.prestador.de.serviços..R..ano.","FN032...Investimento.com.recursos.não.onerosos.realizado.pelo.prestador.de.serviços..R..ano.","FN033...Investimentos.totais.realizados.pelo.prestador.de.serviços..R..ano.","FN034...Despesas.com.amortizações.do.serviço.da.dívida..R..ano.","FN035...Despesas.com.juros.e.encargos.do.serviço.da.dívida..exceto.variações.monetária.e.cambial..R..ano.","FN036...Despesa.com.variações.monetárias.e.cambiais.das.dívidas..R..ano.","FN037...Despesas.totais.com.o.serviço.da.dívida..R..ano.","FN038...Receita.operacional.direta...esgoto.bruto.importado..R..ano.","FN039...Despesa.com.esgoto.exportado..R..ano.","FN041...Despesas.capitalizáveis.realizadas.pelo.s..município.s...R..ano.","FN042...Investimento.realizado.em.abastecimento.de.água.pelo.s..município.s...R..ano.","FN043...Investimento.realizado.em.esgotamento.sanitário.pelo.s..município.s...R..ano.","FN044...Outros.investimentos.realizados.pelo.s..município.s...R..ano.","FN045...Investimento.com.recursos.próprios.realizado.pelo.s..município.s...R..ano.","FN046...Investimento.com.recursos.onerosos.realizado.pelo.s..município.s...R..ano.","FN047...Investimento.com.recursos.não.onerosos.realizado.pelo.s..município.s...R..ano.","FN048...Investimentos.totais.realizados.pelo.s..município.s...R..ano.","FN051...Despesas.capitalizáveis.realizadas.pelo.estado..R..ano.","FN052...Investimento.realizado.em.abastecimento.de.água.pelo.estado..R..ano.","FN053...Investimento.realizado.em.esgotamento.sanitário.pelo.estado..R..ano.","FN054...Outros.investimentos.realizados.pelo.estado..R..ano.","FN055...Investimento.com.recursos.próprios.realizado.pelo.estado..R..ano.","FN056...Investimento.com.recursos.onerosos.realizado.pelo.estado..R..ano.","FN057...Investimento.com.recursos.não.onerosos.realizado.pelo.estado..R..ano.","FN058...Investimentos.totais.realizados.pelo.estado..R..ano."
250939,"Maturéia","PB",2015,"[25093911] Prefeitura Municipal de Maturéia - PMM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25093940] Prefeitura Municipal de Matureia - PB - PMM","Esgoto; Água; Res Sólidos",254328.74,254328.74,0,69969.61,324298.35,260256.12,0,79490.48,342210.26,10761.54,114798.83,45218.04,653563.84,31110.19,856316.04,0,120192.79,0,92042.26,258.45,0,0,1204.77,7,48532.91,51190.77,1204.77,NA,NA,1204.77,32428.47,31035.93,74.26,63538.66,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
250940,"Mogeiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25094040] Prefeitura Municipal de Mogeiro - PMM","Água; Res Sólidos",821395.72,821395.72,NA,247734.93,1069130.65,282694,0,1387411.13,137660.69,300.1,55497.54,15768.12,298864.47,20089.37,428403.78,0,76641.15,0,58690.92,166.9,0,0,777.98,3,30947.1,32641.89,777.98,NA,NA,777.98,20940.65,20041.42,47.95,41030.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250950,"Montadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25095040] PREFEITURA MUNICIPAL DE MONTADAS - PMM","Água; Res Sólidos",0,0,NA,32037.81,32037.81,0,0,36337.62,207895.76,0,664.49,1955.75,210516,22083.62,232599.62,0,0,0,0,0,0,0,855.21,NA,0,0,855.21,NA,NA,855.21,23019.4,22030.91,52.71,45103.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250960,"Monte Horebe","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",426765.11,426765.11,NA,78025.19,504790.3,391509,0,80069.06,265545.53,23575.72,35968.83,26430.98,456051.32,23133.22,606815.78,0,89374.13,0,68441.68,192.18,0,0,895.85,2,36088.58,38064.93,895.85,NA,NA,895.85,24113.48,23078,55.22,47246.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250970,"Monteiro","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",4207450.27,2736299.17,1471151.1,581362,4788812.27,3907458.76,0,2867911.68,2081745.49,123548.04,325889.57,211033.05,3513672.23,308834.81,4765600.77,0,659600.53,0,505114.52,2565.71,0,0,11959.89,27,266341.56,280927.49,11959.89,NA,NA,11959.89,321921.54,308097.62,737.19,630756.35,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
250990,"Natuba","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25099040] PREFEITURA MUNICIPAL DE NATUBA - PMN","Água; Res Sólidos",410805.77,410805.77,NA,55422.76,466228.53,381346.48,0,54754.14,352733.35,25580.35,16086.3,17921.82,512393.89,22146.59,656728.29,0,85562.35,0,65522.66,183.99,0,0,857.65,5,34549.41,36441.47,857.65,NA,NA,857.65,23085.05,22093.73,52.86,45231.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251000,"Nazarezinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",235256.15,235256.15,NA,55534.74,290790.89,219047.07,0,83138.69,659243.19,2251.76,2892.06,17978.48,778738.22,21327.91,917737.05,0,82399.38,0,63100.5,177.19,0,0,825.94,NA,33272.23,35094.35,825.94,NA,NA,825.94,22231.67,21277,50.91,43559.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251010,"Nova Floresta","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",0,0,NA,262.53,262.53,482.87,0,449646.67,138233.52,0,22836.04,0,161069.56,46266.44,207336,0,0,0,0,0,0,0,1791.71,NA,0,0,1791.71,NA,NA,1791.71,48226.96,46156,110.44,94493.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251020,"Nova Olinda","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25102040] Prefeitura Municipal de Nova Olinda - PMNO","Água; Res Sólidos",457292.67,457292.67,NA,63176.21,520468.88,484915.43,0,82236.85,407614.16,14040.59,43530.03,19045.22,599099.46,25421.35,764776.19,0,98214.22,0,75211.32,211.19,0,0,984.46,6,39658.14,41829.97,984.46,NA,NA,984.46,26498.57,25360.67,60.68,51919.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251030,"Nova Palmeira","PB",2015,"[25103011] Prefeitura Municipal de Nova Palmeira - PMNP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25103040] Prefeitura Municipal de Nova Palmeira - PMNP","Esgoto; Água; Res Sólidos",21392.34,21392.34,0,34757.39,56149.73,134.97,0,243381.93,782068.05,8540.24,71281.15,34710.56,1053278.23,17633.31,1172198.51,0,68125.47,0,67169.7,4146.49,0,0,682.86,2,89508.53,29015.01,682.86,NA,NA,682.86,18380.51,17591.22,42.09,36013.82,0,0,20000,30000,20000,30000,1e+05,0,0,1e+05,0,0,0,0,0,0,0,0
251040,"Olho D ÁGUA","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25104040] SECRETARIA MUNICIPAL DE INFRA ESTRUTURA - SMIE","Água; Res Sólidos",582483.26,582483.26,NA,72061.68,654544.94,559751.65,0,77043.22,573565.14,46403.86,33189.84,21624.41,805208.94,28864.05,993322.5,0,111514.91,0,85396.84,239.79,0,0,1117.78,9,45028.85,47494.81,1117.78,NA,NA,1117.78,30087.15,28795.15,68.9,58951.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251050,"Olivedos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",254482.9,254482.9,NA,40174.98,294657.88,238150.86,0,75538.93,200444.97,231.19,128886.49,11449.15,410066.27,15282.2,509663.84,0,59042.07,0,45213.74,126.96,0,0,591.82,2,23840.73,25146.34,591.82,NA,NA,591.82,15929.78,15245.72,36.48,31211.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251060,"Ouro Velho","PB",2015,"[25106011] Prefeitura Municipal de Ouro Velho - PMOV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25106040] Prefeitura Municipal de Ouro Velho - PMOV","Esgoto; Água; Res Sólidos",264196.8,264196.8,0,61529.2,325726,265502.57,0,113027.99,743612.25,2418.8,5148.87,10835.8,827652.85,14463.51,921914.85,0,55879.11,0,42791.58,120.16,0,0,560.11,14,22845.55,23799.22,560.11,NA,NA,560.11,15076.4,14428.99,34.52,29539.91,0,0,0,0,103057.52,0,103057.52,0,0,103057.52,NA,NA,NA,NA,NA,NA,NA,NA
251065,"Parari","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",128233.02,128233.02,NA,19056.05,147289.07,89455.95,0,99421,0,106.38,5408.04,6733.08,33053.27,7032.34,67313.12,0,27169.09,0,20805.77,58.42,0,0,272.33,0,0,0,272.33,NA,NA,272.33,7330.32,7015.55,16.79,14362.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251070,"Passagem","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",287851.36,287851.36,NA,39881.99,327733.35,223391.57,0,217733.87,529376.56,209.59,33402.45,10379.72,635972.65,13854.74,726267.15,0,53527.15,0,40990.48,115.1,0,0,536.54,8,21613.85,22797.51,536.54,NA,NA,536.54,14441.83,13821.67,33.07,28296.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251080,"Patos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS","Água e Esgoto; Res Sólidos",18038734.34,17452443.56,586290.78,3273595.82,21312330.16,19659833.6,0,8046021.13,11379178.58,652378.41,6370006.28,4270110.47,26064828.41,816779.06,31025189.8,0,2901171.78,0,2221684.07,6785.56,545068.76,109387.94,31630.45,140,1171470.6,1235624.99,100063.71,492917.66,93105.78,686087.15,851389.69,814829.4,1949.66,1668168.75,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251090,"Paulista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP","Água; Res Sólidos",589419.03,589419.03,NA,151476.7,740895.73,649915.14,0,254895.2,445480.7,8847.98,141010.11,29306.81,761711.14,30333.49,959401.39,0,117192.03,0,89744.31,252,0,0,1174.69,13,47321.23,49912.73,303284.33,NA,NA,1174.69,31618.86,30261.08,72.41,61952.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251100,"Pedra Branca","PB",2015,"[25110011] Prefeitura Municipal de Pedra Branca - PMPB; [25110040] Prefeitura Municipal de Pedra Branca - PMPB","Água e Esgoto; Res Sólidos",0,0,0,0,0,0,0,NA,108000,16000,78000,6000,208000,0,208000,NA,0,0,0,0,NA,NA,NA,6,0,0,NA,NA,NA,NA,0,0,0,0,0,0,0,5000,3500,0,8500,0,0,8500,NA,NA,NA,NA,NA,NA,NA,NA
251110,"Pedra Lavrada","PB",2015,"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL","Esgoto; Água; Res Sólidos",476590.77,476590.77,0,73909.18,550499.95,491643.23,0,130063.35,155890.46,20387.11,107427.64,28604.02,428249.53,25589.29,595020.75,0,98863.03,0,75708.18,212.59,0,0,990.97,4,40232.12,42106.31,990.97,NA,NA,990.97,26673.62,25528.21,61.08,52262.91,0,0,1e+05,1e+05,50000,40000,1e+05,1e+05,90000,290000,0,0,0,0,0,0,0,0
251130,"Piancó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP","Água; Res Sólidos",1641529.86,1641529.86,NA,222550.25,1864080.11,1245241.29,0,1557157.67,1037489.24,105156.96,255546.23,61114.53,1827913.66,81575.04,2359556.77,0,315161.4,0,241346.98,677.7,0,0,3159.06,14,127259.72,134228.97,3159.06,NA,NA,3159.06,85031.75,81380.32,194.72,166606.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251140,"Picuí","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",1840716.41,1840716.41,NA,322893.97,2163610.38,1673192.9,0,865231.58,1385283.15,102167.17,323543.72,75853.76,2306107.1,92784.79,2910806.68,0,358469.73,0,274512.01,770.83,0,0,3593.17,18,144747.29,152674.23,3593.17,NA,NA,3593.17,96716.5,92563.31,221.48,189501.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251200,"Pocinhos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120040] Prefeitura Municipal de Pocinhos - PMP","Água; Res Sólidos",108954.92,108954.92,NA,217705.94,326660.86,52224.99,0,453479.97,480693.3,2207.35,261072.86,57672.84,1141322.26,75172.48,1631238.37,0,290425.36,0,222404.41,624.51,0,0,2911.12,NA,117271.5,123693.76,2911.12,NA,NA,2911.12,78357.87,74993.04,179.44,153530.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251203,"Poço Dantas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120340] Prefeitura Municipal de Poço Dantas - PMPD","Água; Res Sólidos",81050.67,81050.67,NA,12159.99,93210.66,20400.06,0,142702.19,55038.95,80.34,18969.69,5978.89,104066.2,5310.99,138679.1,0,20518.74,0,15713.02,44.12,0,0,205.67,2,8285.31,8739.05,205.67,NA,NA,205.67,5536.04,5298.31,12.68,10847.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251207,"Poço de José de Moura","PB",2015,"[25120711] Prefeitura Municipal de Poço de José de Moura - PMPJM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120740] Prefeitura Municipal de Poço de José de Moura - PMPJM","Água; Água; Res Sólidos",191246.99,190546.99,0,40257.56,231504.55,175723.82,700,126352.51,10712,480.38,23880.53,23166.08,94385.65,11923.47,152473.97,0,NA,150,35996.66,99.06,0,0,461.75,1,0,0,461.75,NA,NA,461.75,12428.73,11895.01,28.46,24352.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251210,"Pombal","PB",2015,"[25121011] Prefeitura Municipal de Pombal - PMP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25121040] Prefeitura Municipal de Pombal - PMP","Esgoto; Água; Res Sólidos",4961387.98,4961387.98,0,1042741.63,6004129.61,5191480.84,0,1220254.88,1471892.97,28948.59,438239.97,187986.45,3115582.11,210613.07,4559434.18,0,813693.85,0,641320.42,2872.75,0,0,8156.17,31,347193.71,416672.4,8156.17,NA,NA,8156.17,219537.71,210110.34,502.73,430150.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251220,"Prata","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",371698.93,371698.93,NA,52802.03,424500.96,373968.27,0,123957.07,352623.48,284.54,2642.77,14091.25,454632.16,18808.87,577213.81,0,72667.17,0,55647.68,156.26,0,0,728.39,3,29342.44,30949.35,728.39,NA,NA,728.39,19605.88,18763.97,44.9,38414.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251230,"Princesa Isabel","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",964224.87,964224.87,NA,245729.82,1209954.69,940141.19,0,2929954.33,492723.57,13183.5,113194,95986.59,1224554.11,112748.21,1959359.86,0,435597.5,0,333575.57,936.68,0,0,4366.27,5,175890.88,185523.36,4366.27,NA,NA,4366.27,117525.87,112479.08,269.13,230274.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251240,"Puxinanã","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",182609.01,182609.01,NA,72360.78,254969.79,148158.73,0,443741.24,671335.14,11063.18,12243.34,28866.42,872525.36,32978.49,1087453.66,0,127410.85,0,97569.77,273.98,0,0,1277.12,8,51447.51,54264.98,1277.12,NA,NA,1277.12,34375.93,32899.77,78.72,67354.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251250,"Queimadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25125040] Prefeitura Municipal de Queimadas - PMQ","Água e Esgoto; Res Sólidos",3672533.83,3631051.72,41482.11,1276144.4,4948678.23,3972768.73,0,1777303.65,361236.55,5691,423349.24,199799.48,1891863.19,203601.74,3196578.47,0,771034.33,0,590449.25,1691.46,62691.5,0,7884.65,6,311337.67,328387.75,306808.87,NA,NA,70576.15,212229.27,203115.74,486,415831.01,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251260,"Quixabá","PB",2015,"[25126011] Prefeitura Municipal de Quixabá - PMQ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25126040] Prefeitura Municipal de Quixaba - PMQ","Esgoto; Água; Res Sólidos",120857.29,120857.29,0,20381.62,141238.91,115922.24,0,49748.42,106560,16873.9,76479.01,174130.11,420985.59,6402.57,452177.38,0,24736.03,0,18942.57,53.19,0,0,247.94,8,0,0,247.94,NA,NA,247.94,6673.88,6387.29,15.28,13076.45,0,28000,18000,43000,202000,22000,NA,NA,NA,285000,0,0,0,0,0,0,0,0
251270,"Remígio","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127040] Secretaria  de Agricultura e Meio Ambiente - sama","Água; Res Sólidos",93662.42,93662.42,NA,205153.42,298815.84,124003.14,0,1046679.53,563504.25,31675.51,31647.4,81974.75,1132139.97,93687.45,1742722.38,0,361957.11,0,277182.6,778.33,0,0,3628.12,NA,146155.46,154159.52,3628.12,NA,NA,3628.12,97657.41,93463.82,223.63,191344.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251274,"Riachão","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127440] Prefeitura Municipal de Riachão - PMR","Água; Res Sólidos",0,0,NA,25964.01,25964.01,5253.89,0,92798.27,57798.77,199.43,14264.81,9876.47,141708.44,13183,227625.04,0,50931.9,0,39003.06,109.52,0,0,510.52,NA,20565.9,21692.18,510.52,NA,NA,510.52,13741.62,13151.53,31.47,26924.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251275,"Riachão do Bacamarte","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",245292.66,245292.66,NA,66773.37,312066.03,246006.25,0,150226.51,210778.73,218.8,70687.07,10835.8,357875.53,14463.51,452137.53,0,55879.11,0,42791.58,120.16,0,0,560.11,2,22563.55,23799.22,560.11,NA,NA,560.11,15076.4,14428.99,34.52,29539.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251278,"Riacho de Santo Antônio","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127840] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA","Água; Res Sólidos",0,0,NA,13115.64,13115.64,3179.1,0,26357.52,158506.94,7969.07,42976.4,4828.14,243401.04,6444.55,285401.67,0,24898.24,0,19066.78,53.54,0,0,249.57,NA,10053.71,10604.3,249.57,NA,NA,249.57,6717.64,6429.17,15.38,13162.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251280,"Riacho dos Cavalos","PB",2015,"[25128011] Prefeitura Municipal de Riacho dos Cavalos - PMRC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25128040] Prefeitura Municipal de Riacho dos Cavalos - PMRC","Esgoto; Água; Res Sólidos",0,0,0,54095.86,54095.86,588.89,0,297206.02,369340.29,6230.38,18078.12,22350.53,538741.75,27163.69,715773.7,0,104945.66,0,80366.19,225.67,0,0,1051.94,1,42376.24,44696.93,1051.94,NA,NA,1051.94,28314.74,27098.85,64.84,55478.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251300,"Salgadinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25130011] Prefeitura Municipal de Salgadinho - PMS; [25130040] PREFEITURA MUNICIPAL DE SALGADINHO - PMS","Água; Água e Esgoto; Res Sólidos",84113.7,84113.7,0,13132.28,97245.98,75878.95,0,20304.35,115009.13,31793.34,54996.67,3758.72,228228.21,5017.1,260925.77,0,19383.32,0,14843.52,41.68,236232.72,43536.54,194.29,4,7826.83,8255.46,43730.83,NA,NA,279963.55,5229.69,5005.12,11.98,10246.79,0,0,0,10000,76395.99,0,86395.99,0,0,86395.99,NA,NA,NA,NA,NA,NA,NA,NA
251310,"Salgado de São Félix","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25131040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",645046.5,645046.5,NA,74037.82,719084.32,573775.12,0,611520.48,495188.53,50816.17,93848.48,41191.68,810142.58,28570.16,996340.8,0,110379.48,0,84527.34,237.35,0,0,1106.4,7,44570.38,47011.23,1106.4,NA,NA,1106.4,29780.81,28501.96,68.2,58350.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251315,"Santa Cecília","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251320,"Santa Cruz","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU","Água; Res Sólidos",446271.93,446271.93,NA,76495.73,522767.66,403770.23,0,183987.95,227815.76,3255.21,17322.1,29111.16,402807.75,27730.47,583533.57,0,107135.41,0,82043.07,230.38,0,0,1073.89,5,43260.45,45629.56,1073.89,NA,NA,1073.89,28905.54,27664.28,66.19,56636.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251330,"Santa Helena","PB",2015,"[25133011] Prefeitura Municipal de Santa Helena - PMSH; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25133040] PREFEITURA MUNICIPAL DE SANTA HELENA - PMSH","Esgoto; Água; Res Sólidos",416718.64,416718.64,0,58950.27,475668.91,401049.36,0,69297.11,219494.19,14203.63,9152.65,17802.8,368029.19,23762.98,522897.95,0,91807.18,0,70304.89,197.42,0,0,920.24,7,37071.03,39101.18,920.24,NA,NA,920.24,24769.93,23706.26,56.72,48532.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251335,"Santa Inês","PB",2015,"[25133511] Prefeitura Municipal de Santa Inês - PMSI; [25133540] Prefeitura Municipal de Santa Inês - PMSI","Água e Esgoto; Res Sólidos",26400,26400,0,0,26400,0,0,NA,20488,0,3600,3000,32288,0,32288,NA,NA,0,0,0,NA,NA,NA,2,5200,NA,NA,NA,NA,NA,0,0,0,0,0,0,4000,0,0,0,8000,NA,NA,4000,0,0,0,0,0,0,0,0
251340,"Santa Luzia","PB",2015,"[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL","Esgoto; Água; Res Sólidos",1669742.08,1669742.08,0,238515.72,1908257.8,1604206.21,0,461622.75,820822.79,32389.17,953209.81,73681.08,2325405.55,93015.7,2931610.04,0,359361.85,0,275195.18,772.75,0,0,3602.11,24,170107.52,153054.19,3602.11,NA,NA,3602.11,96957.2,92793.67,222.03,189972.9,0,0,0,0,0,0,NA,NA,NA,0,0,0,0,0,0,0,0,0
251350,"Santana de Mangueira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM","Água; Res Sólidos",372394.69,372394.69,NA,55618.01,428012.7,363872.52,0,50664.32,328734.02,19091.37,79385.38,25119.78,541304.58,19690.53,669632.24,0,76073.45,0,58256.17,163.58,0,0,762.53,8,30717.86,32400.1,762.53,NA,NA,762.53,20524.9,19643.53,47,40215.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
