"ID","Município","Estado","Ano.de.Referência","Prestadores","Serviços","abastecimento","AG002...Quantidade.de.ligações.ativas.de.água..Ligações.","AG003...Quantidade.de.economias.ativas.de.água..Economias.","AG004...Quantidade.de.ligações.ativas.de.água.micromedidas..Ligações.","AG005...Extensão.da.rede.de.água..km.","AG006...Volume.de.água.produzido..1000.m..ano.","AG007...Volume.de.água.tratada.em.ETAs..1000.m..ano.","AG008...Volume.de.água.micromedido..1000.m..ano.","AG010...Volume.de.água.consumido..1000.m..ano.","AG011...Volume.de.água.faturado..1000.m..ano.","AG012...Volume.de.água.macromedido..1000.m..ano.","AG013...Quantidade.de.economias.residenciais.ativas.de.água..Economias.","AG014...Quantidade.de.economias.ativas.de.água.micromedidas..Economias.","AG015...Volume.de.água.tratada.por.simples.desinfecção..1000.m..ano.","AG017...Volume.de.água.bruta.exportado..1000.m..ano.","AG018...Volume.de.água.tratada.importado..1000.m..ano.","AG019...Volume.de.água.tratada.exportado..1000.m..ano.","AG020...Volume.micromedido.nas.economias.residenciais.ativas.de.água..1000.m..ano.","AG021...Quantidade.de.ligações.totais.de.água..Ligações.","AG022...Quantidade.de.economias.residenciais.ativas.de.água.micromedidas..Economias.","AG024...Volume.de.serviço..1000.m..ano.","AG026...População.urbana.atendida.com.abastecimento.de.água..Habitantes.","AG027...Volume.de.água.fluoretada..1000.m..ano.","AG028...Consumo.total.de.energia.elétrica.nos.sistemas.de.água..1000.kWh.ano."
251675,"Tenório","PB",2015,"[25167511] Prefeitura Municipal de Tenório - PMT; [25167540] Prefeitura Municipal de Tenório - PMT","Água e Esgoto; Res Sólidos",1200,472,472,0,5.23,100,0,0,80,0,0,472,0,0,0,0,0,0,472,0,0,1200,0,NA
251680,"Triunfo","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25168040] Prefeitura Municipal de Triunfo - PMT","Água; Res Sólidos",NA,0,0,0,15.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,NA,0,7.25
251690,"Uiraúna","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25169040] PREFEITURA MUNICIPAL DE UIRAÚNA - PMU","Água; Res Sólidos",12794,4025,4107,3310,18.7,707.82,672.43,371.24,448.98,589.83,259.75,3763,3383,0,0,0,0,293.87,4508,3123,35.39,10806,0,943.94
251700,"Umbuzeiro","PB",2015,"[25170011] Prefeitura Municipal de Umbuzeiro - PMU; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25170040] Prefeitura Municipal de Umbuzeiro - PMU","Esgoto; Água; Res Sólidos",1360,417,424,339,7.87,70.81,67.27,32.96,46.27,66.57,0,406,345,0,0,0,0,27.08,1282,328,3.54,1360,0,117.27
251710,"Várzea","PB",2015,"[25171011] Prefeitura Municipal de Várzea - PMV; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25171040] Prefeitura Municipal de Várzea - PB - PMV","Esgoto; Água; Res Sólidos",2426,828,839,593,5.57,110.48,104.96,50.02,73.63,108.4,6.64,780,601,0,0,0,0,35.15,887,556,5.52,2013,0,470.09
251720,"Vieirópolis","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25172040] SECRETARIA DE OBRAS E SERVIÇOS PÚBLICOS - SOSP","Água; Res Sólidos",1186,363,368,309,2.8,45.41,26.96,35.47,41.05,52.84,12.82,336,314,0,0,0,0,28.39,431,289,1.42,1045,0,96.87
251740,"Zabelê","PB",2015,"[25174011] Prefeitura Municipal de Zabelê - PMZ; [25174040] Prefeitura Municipal de Zabelê - PMZ","Água; Res Sólidos",1566,430,430,0,5,300,0,0,600,0,0,250,0,0,0,300,300,0,430,0,0,1566,0,20
260010,"Afogados da Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26001040] SECRETARIA DE INFRAESTRUTURA E SERVIÇOS  PÚBLICOS - PMAI","Água; Res Sólidos",36709,12539,12767,12151,98.66,2881.67,2881.67,1121.93,1172.33,1779.67,1496.79,12089,12372,0,0,0,0,987.18,13049,11723,415.62,28668,0,1925.5
260020,"Afrânio","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",9755,2924,2998,2909,23.35,423.28,423.28,269.94,273.22,407.7,423.28,2795,2983,0,0,0,0,239.69,3164,2782,10.33,6343,0,68.85
260030,"Agrestina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",23436,7335,7445,7335,69.37,1127.91,1127.91,730.82,731.19,1031.02,1059.52,7211,7445,0,0,0,0,690.75,7703,7211,87.7,18136,0,23.01
260050,"Águas Belas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26005040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",20270,5881,5931,5663,65.03,648.35,648.35,312.53,329.67,487.07,648.06,5726,5709,0,0,0,0,289.9,7129,5512,92.59,20270,0,24.91
260060,"Alagoinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26006040] Prefeitura Municipal de Alagoinha - PMA","Água; Res Sólidos",6273,1927,1999,800,17.67,1.54,0,0.39,1.47,3.01,0,1948,825,0,0,0,0,0.06,2195,783,0,6273,0,4.1
260080,"Altinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",18190,6075,6135,6075,49.25,968.09,968.09,557.12,559.04,825.02,968.09,5964,6135,0,0,0,0,521.28,6322,5964,62.21,13075,0,1178.12
260100,"Angelim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26010040] Prefeitura Municipal de Angelim - PMA","Água; Res Sólidos",7541,2332,2341,2332,19.25,374.21,374.21,220.2,220.2,320.32,349.78,2292,2341,0,0,0,0,210.49,2474,2292,35.71,6493,0,92.99
260110,"Araripina","PE",2015,"[26011011] Prefeitura Municipal de Araripina - PMA; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26011040] Prefeitura Municipal de Araripina - PMA","Esgoto; Água; Res Sólidos",53978,15114,15829,13843,147.2,2200.95,2200.95,1257.84,1408.21,2139.37,2020.17,14994,14518,0,0,0,0,1110.5,16900,13767,115.48,50244,0,2282.05
260120,"Arcoverde","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",67787,19434,21207,17651,163.21,2312.83,0,1302.41,1535.19,2788.38,2158.25,20235,19318,2312.83,0,0,0,1167.01,21410,18414,245.25,66159,0,1743.66
260160,"Belém de São Francisco","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",15175,4031,4165,3747,34.26,1133.01,1133.01,546.94,588.56,721.27,1133.01,3881,3865,0,0,0,0,470.61,5811,3600,240.96,12844,0,0
260170,"Belo Jardim","PE",2015,"[26017011] Prefeitura Municipal de Belo Jardim - PMBJ; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26017040] Prefeitura Municipal de Belo Jardim - PMBJ","Esgoto; Água; Res Sólidos",75462,25616,26344,24295,226.97,3403.41,3403.41,1578.44,1743.39,3307.69,3278.38,25156,24980,0,0,0,0,1475.24,27784,23881,181.31,60669,0,6335.37
260180,"Betânia","PE",2015,"[26018011] Prefeitura Municipal de Betania - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",5691,1691,1711,1691,23.35,262.81,0,166.69,167.06,245.71,208.75,1664,1711,262.81,0,0,0,148.84,1892,1664,30.06,3878,0,183.8
260190,"Bezerros","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",48789,16402,16927,15515,148.86,3722.37,3722.37,1377.47,1479.63,2308.2,3700.28,16263,15995,0,0,0,0,1265.85,18019,15400,563.02,48789,0,5407.55
260200,"Bodocó","PE",2015,"[26020011] Prefeitura Municipal de Bodocó - PMB; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26020040] Prefeitura Municipal de Bodocó - PMB","Esgoto; Água; Res Sólidos",17068,4855,4862,4582,39.95,773.4,773.4,502.23,535.44,731.6,773.4,4689,4589,0,0,0,0,443.62,5117,4420,19.33,13612,0,2002.02
260210,"Bom Conselho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",30960,9096,9268,8944,80.13,1551.29,1551.29,1015.79,1040.66,1402.71,1229.87,8974,9114,0,0,0,0,883.8,9890,8822,98.55,30960,0,3241.43
260220,"Bom Jardim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",24988,7616,7799,6427,89.73,1010.89,1010.89,375.93,468.75,706.59,1010.89,7595,6590,0,0,0,0,341.08,8602,6396,119.92,15636,0,1470.92
260240,"Brejão","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",4013,1166,1181,1160,9.59,135.71,135.71,100.42,101.96,156.32,129.22,1140,1175,0,0,0,0,93.99,1310,1134,0.99,3622,0,217.54
260250,"Brejinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26025040] PREFEITURA MUNICIPAL DE BREJINHO - PMB","Água; Res Sólidos",4740,1550,1565,1513,12.37,10.33,10.33,8.07,8.44,18.97,0,1486,1528,0,0,0,0,5.9,1640,1451,0.44,3459,0,15.4
260260,"Brejo da Madre de Deus","PE",2015,"[26026011] Prefeitura Municipal de Brejo da Madre de Deus - PMBMD; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",27327,8156,8313,6305,105.18,576.06,575.98,373.08,567.91,895.75,524.54,8061,6440,0.08,0,0,0,350.63,10291,6216,74.85,27327,0,303.01
260280,"Buíque","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",17066,4794,4852,4309,48.22,519.72,519.72,256.5,323.17,576.21,319.61,4650,4352,0,0,0,0,237.08,5905,4169,96.19,17066,0,1189.11
260300,"Cabrobó","PE",2015,"[26030011] Prefeitura Municipal de Cabrobó - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26030040] Secretaria de Infraestrutua Urbana - SEINFRA","Esgoto; Água; Res Sólidos",27637,7833,7983,7127,121.99,2188.24,2188.24,838.8,926.46,1208.11,1907.68,7551,7275,0,0,0,0,747.07,8754,6855,350.92,21320,0,21843.95
260310,"Cachoeirinha","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",17392,5653,5739,5653,48.95,613.33,613.33,480.63,480.64,764.92,613.33,5539,5739,0,0,0,0,452.77,6078,5539,17.06,16120,0,5.09
260320,"Caetés","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26032040] Prefeitura Municipal de Caetés - PMC","Água; Res Sólidos",6536,1913,1932,1907,19.01,19.86,18,18.19,18.91,37.17,18,1889,1926,0,0,0,0,17.37,2235,1883,0.06,6536,0,1.73
260330,"Calçado","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26033040] Prefeitura Municipal de Calçado - PMC","Água; Res Sólidos",3922,1229,1230,910,11.07,83.47,83.47,42.91,69.61,105.08,83.47,1185,911,0,0,0,0,38.93,1468,869,2.99,3814,0,11.73
260340,"Calumbi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2649,829,834,815,9.22,191.04,191.04,82.04,84.06,120.53,191.04,815,820,0,0,0,0,78.69,939,802,23.27,2217,0,64.44
260350,"Camocim de São Félix","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26035040] Prefeitura Municipal de Camocim - PMC","Água; Res Sólidos",13072,4130,4163,3947,40.54,490.46,490.46,357.54,379.79,565.43,490.46,4022,3975,0,0,0,0,325.08,5183,3839,9.36,13072,0,598.87
260370,"Canhotinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26037040] Prefeitura Municipal de Canhotinho - PMC","Água; Res Sólidos",14181,4271,4295,4243,42.09,696.85,696.85,409.33,412.81,603.51,696.85,4171,4266,0,0,0,0,364.74,4616,4142,79.63,14181,0,91.98
260380,"Capoeiras","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",7092,2130,2153,2094,17.66,25.46,25.46,22.04,22.79,52.21,25.46,2038,2116,0,0,0,0,16.47,2305,2003,0.74,6392,0,170.36
260390,"Carnaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",11972,3793,3831,3636,34.38,532.11,532.11,354.9,376.24,543.12,244.93,3639,3674,0,0,0,0,301.4,4125,3487,17.55,7929,0,1550.38
260392,"Carnaubeira da Penha","PE",2015,"[26039211] Prefeitura Municipal de Carnaubeira da Penha - PMCP; [26039240] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",3200,1200,1200,0,12,138,0,0,138,0,0,1200,0,0,138,0,0,0,1200,0,0,1200,0,0
260410,"Caruaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041040] Prefeitura Municipal Caruaru - PMC","Água e Esgoto; Res Sólidos",339749,94618,111263,83377,883.9,20789.2,20789.2,9992.06,11340.92,15722.84,20789.2,104538,98837,0,0,0,0,8644.71,109177,92824,1353.68,308156,0,84770.68
260415,"Casinhas","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26041540] Prefeitura Muncipal de Casinhas - PMC","Água; Res Sólidos",1670,496,503,490,6.17,171.92,171.92,40.03,40.7,71.79,171.92,469,497,0,0,0,0,28.45,608,463,15.94,1670,0,0
260430,"Cedro","PE",2015,"[26043011] Prefeitura Municipal de Cedro - PMC; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26043040] Prefeitura Municipal de Cedro - PMC","Esgoto; Água; Res Sólidos",8525,2413,2427,2377,19.88,431.54,0,232.47,237.4,337.42,259.07,2323,2391,431.54,0,0,0,218.7,2649,2288,52.62,6721,0,439.54
260450,"Chã Grande","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26045040] Prefeitura Municipal de Chã Grande - PMCG","Água; Res Sólidos",13598,3878,4162,3775,31.43,629.24,629.24,358.57,371.36,553.17,629.24,4023,4056,0,0,0,0,335.28,4089,3922,40.79,13598,0,291.41
260470,"Correntes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",12129,3187,3201,3160,29.3,685.15,685.15,347.48,353.58,476.48,417.11,3063,3174,0,0,0,0,308.63,3687,3036,116.8,10655,0,357.79
260490,"Cumaru","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",7009,2226,2299,1942,22.68,621.31,621.31,184.82,217.8,328.71,621.31,2225,1995,0,0,0,0,127.25,2699,1924,67.78,6144,0,2156.69
260500,"Cupira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",23841,8160,8312,8101,66.09,1331.17,1331.17,880.71,888.29,1211.47,1331.17,7872,8253,0,0,0,0,787.2,8540,7820,64.77,21188,0,783.27
260510,"Custódia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051040] Prefeitura Municipal de Custódia - PMC","Água; Res Sólidos",21359,6673,6781,5507,75.02,699.39,0,288.35,436.88,841.38,699.39,6453,5569,699.39,0,0,0,275.85,6993,5342,23.8,21359,0,1.16
260515,"Dormentes","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26051540] SECRETARIA DE AGRICULTURA. INFRAESTRUTURA. RECURSOS HÍDRICOS E MEIO AMBIENTE - SEAGRIMA","Água e Esgoto; Res Sólidos",7873,2546,2634,2488,21.94,252.38,252.38,214.3,223.51,346.26,246.34,2430,2571,0,0,0,0,186.36,2701,2374,7.93,6502,0,43.84
260530,"Exu","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",18481,5163,5238,4866,48.53,696.39,696.39,404.08,440.92,705.69,696.39,5022,4940,0,0,0,0,373.52,5528,4736,12.29,16453,0,13.93
260560,"Flores","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",12911,4272,4311,4188,35.48,708.13,3.99,378.52,389.19,582.5,25.75,4125,4226,704.14,0,0,0,354.5,4610,4048,87.53,9541,0,3327.37
260570,"Floresta","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26057040] PREFEITURA MUNICIPAL DE FLORESTA - PMF","Água; Res Sólidos",27172,7036,7249,7035,60.69,1335.34,1335.34,870.75,870.79,1154.44,1310.43,6879,7248,0,0,0,0,760.23,7483,6878,89.24,21694,0,13071.69
260580,"Frei Miguelinho","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",6063,1985,1996,1936,27.91,131.01,124.39,121.04,124.77,245.86,124.39,1931,1947,0,0,0,0,111.51,2205,1882,7.8,3589,0,0
260600,"Garanhuns","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",136949,40358,42918,39453,326.12,9989.27,9989.27,4729.09,4857.58,6476.34,9966.72,41124,41902,0,0,0,0,4329.46,43600,40124,1197.94,122078,0,23222.54
260630,"Granito","PE",2015,"[26063011] Prefeitura Municipal de Granito - PMG; [26116000] Companhia Pernambucana de Saneamento - COMPESA","Esgoto; Água",3756,1002,1062,812,8.04,176.58,176.58,94.21,117.7,150.58,114.25,1015,872,0,0,0,0,84.19,1072,826,6.41,3388,0,7.58
260640,"Gravatá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",81893,27595,33756,26841,323.36,6999.81,6999.81,3954.82,4056.05,5243.49,6967.75,32225,32960,0,0,0,0,3651.91,29061,31476,606.8,73246,0,12374.83
260650,"Iati","PE",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
260660,"Ibimirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26066040] Prefeitura Municipla de Ibimirim - PMI","Água; Res Sólidos",15556,4353,4439,4115,44.88,760.35,0,423.52,454.56,634.4,760.35,4262,4197,760.35,0,0,0,400.46,4624,4027,22.48,15556,0,5332.04
260670,"Ibirajuba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26067040] Prefeitura Municipal de Ibirajuba - PMI","Água; Res Sólidos",4029,1384,1406,1384,16.25,119.04,119.04,107.75,107.75,178.97,119.04,1352,1406,0,0,0,0,101.49,1506,1352,3.33,3220,0,160.49
260690,"Iguaraci","PE",2015,"[26069011] Prefeitura Municipal de Iguaraci - PMI; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26069040] PREFEITURA MUNICIPAL DE IGUARACY - PMI","Esgoto; Água; Res Sólidos",8144,2668,2694,2559,21.19,268.59,268.59,180.86,193.56,334.67,186.86,2569,2585,0,0,0,0,168.16,2837,2465,9.98,6296,0,827.42
260700,"Inajá","PE",2015,"[26070011] Prefeitura Municipal de Inajá - PMI","Água e Esgoto",13264,5714,6032,0,48,989.29,0,0,823.14,0,0,4823,0,989.29,0,0,0,0,6032,NA,0,9147,0,NA
260710,"Ingazeira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2147,689,691,620,5.82,61.49,50.93,50.35,58.56,92.19,49.81,624,622,0,0,0,0,41.24,728,561,0.86,2147,0,1.93
260730,"Ipubi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água e Esgoto",16799,4591,4623,3704,37.14,691.26,691.26,386.93,441.33,620.36,543.79,4528,3735,0,0,0,0,316.18,4737,3644,19.57,16799,0,125.31
260740,"Itacuruba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",4754,1314,1321,1314,16.6,291.47,291.47,172.53,172.53,227.31,291.47,1251,1321,0,0,0,0,135.06,1408,1251,42.42,4035,0,430.54
260750,"Itaíba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26075040] Prefeitura Municipal de Itaíba - PMI","Água; Res Sólidos",17700,5255,5304,5104,44.5,956.18,0,473.58,492.45,734.53,518.36,5206,5145,956.18,0,0,0,444.46,5763,5047,117.06,9746,0,122.87
260770,"Itapetim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26077040] Prefeitura Municipal de Itapetim - PMI","Água; Res Sólidos",9351,3271,3278,2007,27.13,0.67,0,0.64,0.64,1.91,0,3159,2013,0,0,0,0,0.04,3488,1926,0,8365,0,4.4
260800,"Jataúba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2592,812,815,310,13.88,0,0,0,0,0,0,783,332,0,0,0,0,0,1423,319,0,2592,0,1.36
260805,"Jatobá","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26080540] Prefeitura Municipal de Jatobá - PMJ","Água; Res Sólidos",11445,3377,3399,3264,41.5,1072.23,1072.23,443.6,458.26,582.24,1072.23,3215,3279,0,0,0,0,351.96,3572,3107,187.82,6354,0,0
260810,"João Alfredo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",19835,6156,6534,5248,51.7,880.95,880.95,300.91,379.69,598.15,880.95,6337,5599,0,0,0,0,283.88,6532,5426,151.93,16093,0,208.16
260825,"Jucati","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26082540] Prefeitura Municipal de Jucati - PMJ","Água; Res Sólidos",3985,1210,1215,649,14.55,15.45,3.46,5.9,14.71,21.5,3.46,1186,650,0,0,0,0,5,1754,626,0.05,2987,0,36.41
260830,"Jupi","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",2576,1056,1063,373,20.03,21.46,19.69,3.84,20.44,25.91,7.96,783,376,0,0,0,0,3.41,1735,277,1.13,2576,0,0
260840,"Jurema","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26084040] Prefeitura Municipal de Jurema - PMJ","Água; Res Sólidos",13000,4088,4113,4033,34.5,460.41,460.41,327.21,333.99,522.91,460.41,4000,4057,0,0,0,0,302.61,4332,3944,14.06,9132,0,488.23
260860,"Lagoa do Ouro","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26086040] SECRETARIA DE OBRAS E URBANISMO - SOU","Água; Res Sólidos",6852,2036,2076,2035,22.77,247.34,247.34,201.84,204.08,282.29,247.34,1992,2075,0,0,0,0,185.12,2204,1991,13.27,6393,0,192.59
260870,"Lagoa dos Gatos","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",9815,3176,3209,3144,26.97,557.97,534.44,309.15,314.08,448.87,555.41,3116,3176,23.53,0,0,0,290.15,3539,3085,65.03,8943,0,3463.77
260875,"Lagoa Grande","PE",2015,"[26087511] Prefeitura Municipal de Lagoa Grande - PMLG; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26087540] PREFEITURA MUNICIPAL DE LAGOA GRANDE - PMLG/SEIMA","Esgoto; Água e Esgoto; Res Sólidos",14898,4280,4359,3676,55.13,1316.32,1316.32,343.79,420.34,602.64,698.07,4127,3739,0,0,0,0,304.99,4845,3541,156.51,11330,0,353
260880,"Lajedo","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",39146,12222,12488,11469,119.82,2211.57,2211.57,912.39,1006.27,1642.94,2211.57,12045,11727,0,0,0,0,850.04,13707,11329,257.62,28277,0,2787.33
260915,"Manari","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",7347,1961,1978,1781,15.64,163.14,0,131.52,155.37,267.42,0,1954,1798,135.6,0,0,0,121.92,2023,1777,5.95,4287,0,0
260930,"Mirandiba","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26093040] Prefeitura Municipal Mirandiba - PE - PMM","Água; Res Sólidos",12707,3389,3400,3261,78.62,800.69,151.88,331.31,347.51,491.25,800.69,3292,3272,648.81,0,0,0,308.34,3627,3169,108.2,7535,0,742.45
260970,"Orobó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26097040] PREFEITURA - PMO","Água; Res Sólidos",7434,2111,2362,1690,23.75,335.27,335.27,106.24,151.31,250.16,335.27,2246,1908,0,0,0,0,95.62,2321,1803,33.59,7434,0,69.77
260980,"Orocó","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",5643,1620,1637,1558,12.79,513.59,513.59,161.92,168.81,243.44,281.52,1521,1575,0,0,0,0,138.5,1756,1465,83.34,5060,0,282.38
260990,"Ouricuri","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26099040] PREFEITURA MUNICIPAL DE OURICURI - PMO","Água; Res Sólidos",48928,13726,13779,13179,132.08,2079.96,2079.96,1702.16,1761.75,2361.35,1817.24,13332,13228,0,0,0,0,1365.04,14661,12789,72.84,34276,0,31252.22
261010,"Palmeirina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26101040] Prefeitura Municipal de Palmeirina - PMP","Água; Res Sólidos",5303,1652,1668,1625,16.43,400.93,400.93,170.23,176.62,241.04,400.93,1602,1641,0,0,0,0,152.68,1923,1575,78.32,5039,0,104.35
261020,"Panelas","PE",2015,"[26102011] Prefeitura Municipal de Panelas - PMP; [26116000] Companhia Pernambucana de Saneamento - COMPESA; [26102040] Prefeitura Municipal de Panelas - PMP","Esgoto; Água; Res Sólidos",16338,5041,5072,5000,40.97,614.45,614.45,386.11,391.21,649.55,517.57,4936,5031,0,0,0,0,366.55,5346,4895,15.25,14410,0,712.92
261030,"Paranatama","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26103040] Prefeitura Municipal de Paranatama - PMP","Água; Res Sólidos",1392,432,438,432,5.11,46.24,46.24,22.25,22.36,54.24,0,413,438,0,0,0,0,21.23,517,413,0.21,1392,0,56.06
261040,"Parnamirim","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26104040] Prefeitura Municipal de Parnamirim - PMP","Água; Res Sólidos",12236,3424,3468,2828,29.68,594.31,594.31,320.41,392.09,505.41,593.62,3263,2868,0,0,0,0,279.59,3602,2689,89.41,8778,0,126.24
261050,"Passira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",17454,5339,5590,5329,45.01,541.2,541.2,385.15,386.48,673.28,541.2,5387,5580,0,0,0,0,362.7,5735,5377,26.93,14117,0,7.59
261080,"Pedra","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",10734,3160,3231,2536,35.13,67.4,67.4,39.34,39.36,39.7,26.9,3157,2601,0,0,0,0,0.07,3727,2535,12.21,10734,0,60.84
261090,"Pesqueira","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26109040] Prefeitura Municipal de Pesqueira - PMP","Água; Res Sólidos",40933,12722,13034,8381,127.77,1869.45,1869.45,618.34,1133.6,1575.05,1869.45,12556,8596,0,0,0,0,569.63,15373,8234,257.19,40933,0,131.12
261100,"Petrolândia","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26110040] Prefeitura Municipal de Petrolândia - PMP","Água; Res Sólidos",25476,7063,7238,6852,54.94,2219.7,2219.7,1023.45,1052.87,1286.17,2219.7,6830,7020,0,0,0,0,809.06,7483,6641,291.76,25476,0,931.24
261110,"Petrolina","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA; [26111040] Prefeitura Municipal - PM","Água e Esgoto; Res Sólidos",308321,78644,92163,75261,672.31,20584.1,20584.1,10180.41,10645.52,14002.5,20584.1,86607,88379,0,0,0,0,8581.48,81163,83048,1568.39,247544,0,13035.02
261120,"Poção","PE",2015,"[26116000] Companhia Pernambucana de Saneamento - COMPESA","Água",6686,2163,2170,2041,20.47,10.24,0,8.38,9.75,26.4,0,2109,2048,0,0,0,0,7.19,2402,1988,0,6686,0,843.96
