"Código.do.Município","Município","Estado","Ano.de.Referência","Prestadores","Serviços","IN001_RS...Taxa.de.empregados.em.relação.à.população.urbana..empreg.1000.hab.","IN002_RS...Despesa.média.por.empregado.alocado.nos.serviços.do.manejo.de.rsu..R..empreg.","IN003_RS...Incidência.das.despesas.com.o.manejo.de.rsu.nas.despesas.correntes.da.prefeitura....","IN004_RS...Incidência.das.despesas.com.empresas.contratadas.para.execução.de.serviços.de.manejo.rsu.nas.despesas.com.manejo.de.rsu....","IN005_RS...Auto.suficiência.financeira.da.prefeitura.com.o.manejo.de.rsu....","IN006_RS...Despesa.per.capita.com.manejo.de.rsu.em.relação.à.população.urbana..R..hab.","IN007_RS...Incidência.de.empregados.próprios.no.total.de.empregados.no.manejo.de.rsu....","IN008_RS...Incidência.de.empregados.de.empresas.contratadas.no.total.de.empregados.no.manejo.de.rsu....","IN010_RS...Incidência.de.empregados.gerenciais.e.administrativos.no.total.de.empregados.no.manejo.de.rsu....","IN011_RS...Receita.arrecadada.per.capita.com.taxas.ou.outras.formas.de.cobrança.pela.prestação.de.serviços.de.manejo.rsu..R..habitante.ano.","IN029_AE...Índice.de.evasão.de.receitas..percentual.","IN030_AE...Margem.da.despesa.de.exploração..percentual.","IN031_AE...Margem.da.despesa.com.pessoal.próprio..percentual.","IN032_AE...Margem.da.despesa.com.pessoal.total..equivalente...percentual.","IN033_AE...Margem.do.serviço.da.divida..percentual.","IN034_AE...Margem.das.outras.despesas.de.exploração..percentual.","IN035_AE...Participação.da.despesa.com.pessoal.próprio.nas.despesas.de.exploração..percentual.","IN036_AE...Participação.da.despesa.com.pessoal.total..equivalente..nas.despesas.de.exploração..percentual.","IN037_AE...Participação.da.despesa.com.energia.elétrica.nas.despesas.de.exploração..percentual.","IN038_AE...Participação.da.despesa.com.produtos.químicos.nas.despesas.de.exploração..DEX...percentual.","IN039_AE...Participação.das.outras.despesas.nas.despesas.de.exploração..percentual.","IN040_AE...Participação.da.receita.operacional.direta.de.água.na.receita.operacional.total..percentual.","IN041_AE...Participação.da.receita.operacional.direta.de.esgoto.na.receita.operacional.total..percentual.","IN042_AE...Participação.da.receita.operacional.indireta.na.receita.operacional.total..percentual.","IN045_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água..empreg.mil.lig.","IN048_AE...Índice.de.produtividade..empregados.próprios.por.1000.ligações.de.água...esgoto..empreg.mil.lig.","IN054_AE...Dias.de.faturamento.comprometidos.com.contas.a.receber..dias.","IN060_AE...Índice.de.despesas.por.consumo.de.energia.elétrica.nos.sistemas.de.água.e.esgotos..R..kWh.","IN101_AE...Índice.de.suficiência.de.caixa..percentual.","IN102_AE...Índice.de.produtividade.de.pessoal.total..equivalente...ligações.empregados."
251065,"Parari","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.27,25.78,0,5.25,11.2,0,0,20.37,16.36,0.32,0,87.06,NA,12.94,NA,NA,243,0.67,188.43,NA
251070,"Passagem","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.84,220.94,183.91,187.51,9.83,7.51,83.24,84.87,5.25,0.03,3.4,87.83,NA,12.17,10.95,10.95,239,0.4,33.62,89.53
251080,"Patos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25108040] Secretaria Municipal de Meio Ambiente - SEMADS","Água e Esgoto; Res Sólidos",0.89,53994.03,2.83,89.17,NA,47.83,17.58,82.42,5.49,NA,7.75,144.49,63.08,86.75,9.25,6.49,43.66,60.04,24.44,2.5,4.49,81.89,2.75,15.36,4.62,4.35,136,0.33,70.87,166.99
251090,"Paulista","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25109040] Prefeitura Municipal de Paulista - PMP","Água; Res Sólidos",9.28,14812.36,9.83,1.91,NA,137.43,100,0,1.82,NA,12.28,129.23,75.58,80.55,10.51,8.03,58.48,62.33,18.51,1.16,6.21,79.55,NA,20.45,9.76,9.76,124,0.4,78.88,96.12
251100,"Pedra Branca","PB",2015,"[25110011] Prefeitura Municipal de Pedra Branca - PMPB; [25110040] Prefeitura Municipal de Pedra Branca - PMPB","Água e Esgoto; Res Sólidos",13.68,10982.79,3.2,82.89,NA,150.2,100,0,6.06,NA,NA,NA,NA,NA,NA,NA,51.92,54.81,37.5,7.69,0,NA,NA,NA,8.57,6.32,NA,NA,0,150
251110,"Pedra Lavrada","PB",2015,"[25111011] Prefeitura Municipal de Pedra Lavrada - PMPL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25111040] PREFEITURA MUNICIPAL DE PEDRA LAVRADA - PMPL","Esgoto; Água; Res Sólidos",4.87,15840,1.4,0,NA,77.17,100,0,0,NA,10.69,89.86,32.71,38.71,10.97,8.44,36.4,43.08,25.09,4.76,9.39,86.57,0,13.43,3.28,1.47,85,0.35,102.27,574.26
251130,"Piancó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25113040] PREFEITURA MUNICIPAL DE PIANCÓ - PMP","Água; Res Sólidos",3.43,12255.2,19.61,0,NA,42.05,100,0,10,NA,33.2,111.35,63.2,66.93,10.15,7.75,56.76,60.1,13.98,5.75,6.96,88.06,NA,11.94,3.49,3.49,301,0.36,62.41,270.44
251140,"Picuí","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.67,125.28,75.26,79.38,10.29,7.86,60.07,63.36,14.03,4.43,6.28,85.08,NA,14.92,3.8,3.8,144,0.33,67.02,249.79
251200,"Pocinhos","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120040] Prefeitura Municipal de Pocinhos - PMP","Água; Res Sólidos",1.74,NA,1.52,NA,NA,NA,77.78,22.22,16.67,NA,84.01,1047.52,441.19,494.12,140.91,107.63,42.12,47.17,22.87,0.19,10.28,33.35,NA,66.65,NA,NA,500,0.31,4.03,NA
251203,"Poço Dantas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120340] Prefeitura Municipal de Poço Dantas - PMPD","Água; Res Sólidos",11.18,10560,0.83,0,NA,118.05,100,0,9.09,NA,78.11,128.4,67.91,75.28,13.38,10.22,52.89,58.63,18.23,0.08,7.96,86.95,NA,13.05,11.45,11.45,551,0.37,17.75,78.78
251207,"Poço de José de Moura","PB",2015,"[25120711] Prefeitura Municipal de Poço de José de Moura - PMPJM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25120740] Prefeitura Municipal de Poço de José de Moura - PMPJM","Água; Água; Res Sólidos",NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA,24.09,49.35,5.6,17.71,12.73,0,11.35,35.89,25.3,0.51,0,82.61,NA,17.39,NA,NA,196,0.36,147.87,421.8
251210,"Pombal","PB",2015,"[25121011] Prefeitura Municipal de Pombal - PMP; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25121040] Prefeitura Municipal de Pombal - PMP","Esgoto; Água; Res Sólidos",2.1,19092.24,1.43,44.19,NA,40.02,67.27,32.73,3.64,NA,13.53,62.8,29.67,33.46,8.67,7,47.24,53.28,14.07,0.93,11.14,82.63,0,17.37,3.44,2.14,73,0.37,146.3,413.7
251220,"Prata","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9,122.31,94.87,98.66,10.33,7.89,77.56,80.66,0.58,0.06,6.45,87.56,NA,12.44,3.33,3.33,105,1.14,75.82,288.95
251230,"Princesa Isabel","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.3,127,51.1,61.06,23.88,18.24,40.24,48.08,9.24,1.08,14.36,79.69,NA,20.31,1.34,1.34,872,0.43,64.58,624.97
251240,"Puxinanã","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.89,477.81,367.64,383.44,36.88,28.17,76.94,80.25,1.4,1.27,5.9,71.62,NA,28.38,5.15,5.15,627,0.47,15.76,186.18
251250,"Queimadas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25125040] Prefeitura Municipal de Queimadas - PMQ","Água e Esgoto; Res Sólidos",NA,NA,2.73,66.8,NA,73.66,NA,NA,NA,NA,19.72,51.51,9.84,15.28,11.32,8.48,19.09,29.66,22.38,0.3,16.46,73.37,0.84,25.79,0.55,0.54,129,0.28,172.03,1196.77
251260,"Quixabá","PB",2015,"[25126011] Prefeitura Municipal de Quixabá - PMQ; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25126040] Prefeitura Municipal de Quixaba - PMQ","Esgoto; Água; Res Sólidos",NA,NA,2.62,NA,NA,NA,NA,NA,NA,NA,17.92,348.33,88.17,232.25,10.82,0,25.31,66.67,18.17,4.01,0,85.57,0,14.43,28.57,23.19,127,NA,26.7,16.37
251270,"Remígio","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127040] Secretaria  de Agricultura e Meio Ambiente - sama","Água; Res Sólidos",3.61,15841.57,2.98,0,NA,57.27,100,0,1.96,NA,58.5,1208.75,601.63,689.15,204.29,156.04,49.77,57.01,2.8,2.8,12.91,31.34,NA,68.66,4.34,4.34,1261,0.64,9.36,200.99
251274,"Riachão","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127440] Prefeitura Municipal de Riachão - PMR","Água; Res Sólidos",9.59,NA,2.21,NA,NA,NA,100,0,14.29,NA,79.76,NA,NA,NA,NA,NA,40.79,47.76,10.07,0.14,14.51,0,NA,100,NA,NA,1287,0.52,3.11,NA
251275,"Riachão do Bacamarte","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.17,145.9,85.93,90.35,12.04,9.2,58.9,61.93,19.75,0.06,6.3,78.6,NA,21.4,2.91,2.91,173,0.39,63.48,326.94
251278,"Riacho de Santo Antônio","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25127840] Prefeitura Municipal de Riacho de Santo Antônio - PMRSA","Água; Res Sólidos",11.33,10500,1.6,0,NA,118.96,100,0,6.67,NA,75.76,NA,NA,NA,NA,NA,65.12,67.11,17.66,3.27,4.13,0,NA,100,49.38,49.38,723,0.39,1.24,19.65
251280,"Riacho dos Cavalos","PB",2015,"[25128011] Prefeitura Municipal de Riacho dos Cavalos - PMRC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25128040] Prefeitura Municipal de Riacho dos Cavalos - PMRC","Esgoto; Água; Res Sólidos",0.24,120000,20,0,NA,28.94,100,0,NA,NA,98.91,NA,NA,NA,NA,NA,68.56,72.7,3.36,1.16,7.87,0,0,100,NA,10,1978,0.64,0.1,94.29
251300,"Salgadinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25130011] Prefeitura Municipal de Salgadinho - PMS; [25130040] PREFEITURA MUNICIPAL DE SALGADINHO - PMS","Água; Água e Esgoto; Res Sólidos",13.56,NA,1.12,NA,NA,NA,100,0,5.56,NA,21.97,271.33,136.73,141.2,12.18,9.31,50.39,52.04,24.1,13.93,3.43,86.5,0,13.5,6.75,5.38,75,0.57,31.81,179.99
251310,"Salgado de São Félix","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25131040] SECRETARIA DE INFRAESTRUTURA - SEINFRA","Água; Res Sólidos",0.75,21000,9.4,88.1,NA,15.78,0,100,NA,NA,20.21,125.59,76.77,83.15,9.05,6.91,61.12,66.21,11.58,6.27,5.5,89.7,NA,10.3,4.74,4.74,306,0.36,66.05,194.87
251315,"Santa Cecília","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251320,"Santa Cruz","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25132040] SECRETARIA MUNICIPAL DE INFRAESTRUTURA URBANA - SEMIU","Água; Res Sólidos",NA,NA,2.75,8.34,NA,104.15,NA,NA,NA,NA,22.76,90.26,51.05,57.57,12.69,9.69,56.56,63.78,4.3,0.81,10.74,85.37,NA,14.63,3.86,3.86,127,0.37,87.84,229.83
251330,"Santa Helena","PB",2015,"[25133011] Prefeitura Municipal de Santa Helena - PMSH; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25133040] PREFEITURA MUNICIPAL DE SANTA HELENA - PMSH","Esgoto; Água; Res Sólidos",3.69,32164.8,3.21,100,NA,118.81,0,100,18.18,NA,15.69,88.32,52.67,56.94,11.65,8.9,59.64,64.48,2.49,3.86,10.07,87.61,0,12.39,5.81,2.31,52,0.49,96.23,401.16
251335,"Santa Inês","PB",2015,"[25133511] Prefeitura Municipal de Santa Inês - PMSI; [25133540] Prefeitura Municipal de Santa Inês - PMSI","Água e Esgoto; Res Sólidos",NA,NA,2.47,0,NA,174.55,NA,NA,NA,NA,100,122.3,77.61,88.97,0,19.7,63.45,72.75,11.15,0,16.11,100,0,0,3.57,1.79,NA,NA,0,486.29
251340,"Santa Luzia","PB",2015,"[25134011] Prefeitura Municipal de Santa Luzia - PMSL; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25134040] Prefeitura Municipal de Santa Luzia - PMSL","Esgoto; Água; Res Sólidos",NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA,15.93,139.27,49.16,53.57,11.38,10.19,35.3,38.47,40.99,1.39,7.32,87.5,0,12.5,4.01,2.88,87,NA,63.76,318.21
251350,"Santana de Mangueira","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25135040] Prefeitura Municipal de Santana de Mangueira - PMSM","Água; Res Sólidos",7.32,15965,2.92,0,NA,116.85,100,0,0,NA,14.99,145.36,88.28,95.02,10.8,8.25,60.73,65.37,14.67,3.53,5.67,87.01,NA,12.99,7.19,7.19,43,0.44,62.56,129.28
251360,"Santana dos Garrotes","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25136040] Prefeitura Municipal de Santana dos Garrotes - PMSG","Água; Res Sólidos",NA,NA,2.77,0,NA,99.62,NA,NA,NA,NA,11.53,150.35,112.94,116.66,10.16,7.76,75.11,77.59,5.34,2.12,5.16,88.22,NA,11.78,5.46,5.46,91,0.42,62.46,177.36
251365,"Joca Claudino","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.69,65.19,0,19.04,11.91,0,0,29.21,44.19,0.14,0,85.56,NA,14.44,NA,NA,417,3.33,91.36,NA
251380,"Santa Teresinha","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25138040] Prefeitura Municipal de Santa Teresinha - PMST","Água; Res Sólidos",NA,NA,8.22,NA,NA,NA,NA,NA,NA,NA,16.29,179.5,138.82,142.77,10.78,8.24,77.34,79.54,3.28,3.89,4.59,86.73,NA,13.27,9.79,9.79,44,0.41,50.71,99.28
251385,"Santo André","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251390,"São Bento","PB",2015,"[25139011] Prefeitura Municipal de São Bento - PMSB; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139040] Prefeitura Municipal de São Bento - PMSB","Esgoto; Água; Res Sólidos",5.68,NA,3.47,NA,NA,NA,100,0,3.25,NA,10.68,65.9,27.14,30.85,9.72,7.61,41.18,46.81,15.64,4.64,11.55,85.66,0,14.34,4.65,2.22,75,NA,137.83,395.47
251392,"São Bentinho","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.96,257.66,214.31,218.37,11.07,8.45,83.18,84.75,5.01,0.73,3.28,86.78,NA,13.22,15.92,15.92,144,0.35,37.32,61.64
251394,"São Domingos do Cariri","PB",2015,"[25139411] Prefeitura Municipal de São Domingos do Cariri - PMSDC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139440] Prefeitura Municipal de São Domingos do Cariri - PMSDC","Esgoto; Água; Res Sólidos",8.22,NA,7.49,NA,NA,NA,100,0,11.11,NA,17.11,152.65,99.62,107.76,10.7,8.17,65.26,70.6,8.23,5.67,5.35,88.45,0,11.55,6.84,3.98,65,0.42,57.36,232.15
251396,"São Domingos de Pombal","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251398,"São Francisco","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25139840] PREITURA MUNICIPAL DE SÃO FRANCISCO - PMSF","Água; Res Sólidos",8.78,21586.74,10.42,61.18,NA,189.5,33.33,66.67,0,NA,29.01,64.4,0,15.39,13.89,0,0,23.9,42.74,2.11,0,83.65,NA,16.35,NA,NA,209,0.37,108.31,NA
251400,"São João do Cariri","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.39,149.26,95.63,99.76,10.87,8.3,64.07,66.83,16.84,0.22,5.56,87.16,NA,12.84,5.44,5.44,93,0.36,56.3,176.31
251410,"São João do Tigre","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251420,"São José da Lagoa Tapada","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25142040] PREFEITURA MUNICIPAL DE SÃO JOSÉ DA LAGOA TAPADA - PMSJLT","Água; Res Sólidos",8.92,12666.67,20,0,NA,112.93,0,100,NA,NA,14.14,172.46,130.39,134.79,12.01,9.17,75.6,78.16,5.81,0.62,5.32,86.14,NA,13.86,10.88,10.88,96,0.42,54.02,88.91
251430,"São José de Caiana","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22.59,148.11,97.23,101.19,9.99,7.63,65.65,68.32,16.56,0.2,5.15,83.57,NA,16.43,5.75,5.75,96,0.41,58.57,167.2
251440,"São José de Espinharas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.28,136.1,71.45,75.48,11,8.4,52.5,55.46,26.11,0.55,6.17,87.93,NA,12.07,4.57,4.57,40,0.48,70.11,206.98
251450,"São José de Piranhas","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25145040] Prefeitura Municipal de São José de Piranhas - PMSJP","Água; Res Sólidos",5.14,NA,5.16,NA,NA,NA,62.07,37.93,NA,NA,11.23,63.37,25.99,30.14,11.27,8.61,41.01,47.57,7.34,5.75,13.58,84.89,NA,15.11,1.75,1.75,26,0.47,140.02,491.94
251455,"São José de Princesa","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251460,"São José do Bonfim","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146040] SECRETARIA MUNICIPAL DE AGRICULTURA E MEIO AMBIENTE - SEMMA","Água; Res Sólidos",14.29,5330.48,1.09,0,NA,76.15,100,0,4.76,NA,10.28,104.45,53.9,57.74,10.47,8,51.61,55.28,12.14,10.4,7.65,87.09,NA,12.91,6.53,6.53,51,0.45,89.62,142.94
251465,"São José do Brejo do Cruz","PB",2015,"[25146511] Prefeitura Municipal de São José do Brejo do Cruz - PMSJBC; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25146540] PREFEITURA MUNICIPAL DE SÃO JOSÉ DO BREJO DO CRUZ - PMSJBC","Esgoto; Água; Res Sólidos",12.83,NA,1.31,NA,NA,NA,100,0,7.69,NA,73.68,90.21,12.15,46.7,20.79,3.48,13.46,51.77,10.82,0.17,3.86,82.66,0,17.34,2.73,2.06,174,NA,28.66,126.53
251470,"São José do Sabugi","PB",2015,"[25147011] Prefeitura Municipal de São José do Sabugi - PMSJS; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25147040] Secretaria de Infraestrutura do Municipio - SIM","Esgoto; Água; Res Sólidos",8.67,15696.7,3.13,56.78,NA,136.13,47.83,52.17,4.35,NA,15.85,240.45,155.7,159.96,11.61,8.87,64.75,66.52,22.23,0.56,3.69,87.39,0,12.61,24.29,11.09,69,0.39,38.19,87.74
251480,"São José dos Cordeiros","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.63,175.94,136.57,141.07,12.04,9.2,77.62,80.18,3.45,1.23,5.23,86.95,NA,13.05,8.06,8.06,37,0.49,52.83,120.12
251490,"São Mamede","PB",2015,"[25149011] Prefeitura Municipal de São Mamede - PMSM; [25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25149040] Prefeitura Municipal de São Mamede - PMSM","Esgoto; Água; Res Sólidos",NA,NA,4.79,0,NA,126.47,NA,NA,NA,NA,7.15,162.84,76.36,80.8,10.93,8.35,46.89,49.62,32.08,3.34,5.13,85.07,0,14.93,5.99,3.17,57,0.32,62.79,297.71
251510,"São Sebastião de Lagoa de Roça","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25151040] Prefeitura Municipal de Sao Sebastiao de Lagoa de Roca - PB","Água; Res Sólidos",5.28,37536.44,4.1,15.75,NA,198.08,100,0,7.69,NA,14.58,93.73,58.48,63.83,12.03,9.19,62.39,68.1,3.33,0.17,9.81,85.24,NA,14.76,2.83,2.83,66,0.54,94.71,323.72
251520,"São Sebastião do Umbuzeiro","PB",2015,"[25152011] Prefeitura Municipal de São Sebastião do Umbuzeiro - PMSSU; [25152040] PREFEITURA MUNICIPAL DE SÃO SEBASTIÃO DO UMBUZEIRO - PMSSU","Água e Esgoto; Res Sólidos",4.48,37000,19.47,0,NA,165.92,100,0,NA,NA,NA,NA,NA,NA,NA,NA,76.8,76.8,0,0,23.2,NA,NA,NA,11.43,6.67,NA,0,0,150
251540,"Seridó","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25154040] PREFEITURA MUNICIPAL DE SÃO VICENTE DO SERIDÓ - PMSVS","Água; Res Sólidos",6.94,25157.65,NA,68.49,NA,174.63,55.88,44.12,0,NA,41.25,61.15,19.3,23.5,10.24,7.82,31.56,38.43,24.39,0.12,12.79,87.23,NA,12.77,3.19,3.19,388,0.27,94.28,257.71
251550,"Serra Branca","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.59,75.8,33.16,37.6,10.76,8.22,43.75,49.61,18.88,0.11,10.84,85.25,NA,14.75,2.16,2.16,255,0.34,114.34,408.12
251570,"Serra Grande","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25157040] Prefeitura Municipal de Serra Grande - PMSG","Água; Res Sólidos",11.43,12380.95,17.33,0,NA,141.54,100,0,NA,NA,12.48,136.53,84.93,89.55,12.6,9.62,62.2,65.59,12.23,1.77,7.05,85.94,NA,14.06,5.51,5.51,22,0.41,68.26,171.97
251600,"Solânea","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos",3.46,NA,3.66,NA,NA,NA,100,0,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251600,"Solânea","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25160040] Secretária de Serviços Públicos. Transportes e Estradas - SEINFRA","Água; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.93,161.27,63,72.41,18.68,14.27,39.07,44.9,27.48,2,8.85,81.49,NA,18.51,2.78,2.78,496,0.42,41.63,313.15
251610,"Soledade","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25161040] Prefeitura Municipal de Soledade - PMS","Água; Res Sólidos",NA,NA,3.17,0,0,65.1,NA,NA,NA,0,26.38,85.5,41.38,45.57,10.22,7.8,48.4,53.3,20.17,0.09,9.13,87.45,NA,12.55,2.48,2.48,348,0.33,87.91,365.44
251615,"Sossêgo","PB",2015,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251620,"Sousa","PB",2015,"[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos",1.7,NA,14.9,NA,NA,NA,100,0,16.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
251620,"Sousa","PB",2015,"[25162011] Departamento de Água. Esgoto e Saneamento Ambiental de Sousa - DAESA; [25162040] Departamento de Água. Esgotos e Saneamento Ambiental de Sousa - DAESA","Água e Esgoto; Res Sólidos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,206.77,55.11,77.19,0,0,26.65,37.33,1.28,0,0,76.93,23.07,0,5.59,3.95,NA,NA,48.36,180.71
251630,"Sumé","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água e Esgoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.68,129.24,58.19,72.79,12.5,7.24,45.02,56.32,24.88,2.57,5.6,79.35,5.84,14.81,3.65,2.78,96,0.39,75.6,287.72
251640,"Tacima","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA; [25164040] Prefeitura Municipal Tacima - PMT","Água; Res Sólidos",3.69,17058.82,19.33,0,NA,62.96,70.59,29.41,NA,NA,55.46,358.97,108.59,147.01,70.73,54.02,30.25,40.95,15.31,0.15,15.05,56.32,NA,43.68,2.18,2.18,693,0.54,18.4,338.62
251650,"Taperoá","PB",2015,"[25075000] Companhia de Águas e Esgotos da Paraíba - CAGEPA","Água",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.47,NA,NA,NA,NA,NA,48.27,55.28,13.03,4.15,9.51,0,NA,100,NA,NA,502,0.46,0.06,0
